character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
海,hǎi,hai,H,surname Hai,上海 (shàng hǎi); 下海 (xià hǎi); 业海 (yè hǎi),General Reference,Top 300,HSK2 Expansion,259.0,1335124.0,703.3177384080744,64.87061382915796,1789.0,3037.0,True,True,True,"3500, 7000, corpus"
加,jiā,jia,J,Canada (abbr. for 加拿大[Jia1 na2 da4]); surname Jia,不加 (bù jiā); 东加 (dōng jiā); 严加 (yán jiā),General Reference,Top 300,HSK2 Expansion,260.0,1329722.0,700.4720683258345,64.94066103599054,346.0,499.0,True,True,True,"3500, 7000, corpus"
远,yuǎn,yuan,Y,far; distant; remote; (intensifier in a comparison) by far; much (lower etc),久远 (jiǔ yuǎn); 偏远 (piān yuǎn); 僻远 (pì yuǎn),People & Pronouns,Top 300,HSK2 Expansion,261.0,1319096.0,694.8744951503661,65.01014848550558,3110.0,5884.0,True,True,True,"3500, 7000, corpus"
活,huó,huo,H,to live; alive; living; work; workmanship,乐活 (lè huó); 做活 (zuò huó); 全活 (quán huó),Business & Work,Top 300,HSK2 Expansion,262.0,1317244.0,693.8988970399795,65.07953837520958,1770.0,3001.0,True,True,True,"3500, 7000, corpus"
特,tè,te,T,"special; unique; distinguished; especially; unusual; very; abbr. for 特克斯[te4 ke4 si1], tex",不特 (bù tè); 亨特 (hēng tè); 兰特 (lán tè),General Reference,Top 300,HSK2 Expansion,263.0,1314148.0,692.2679835681886,65.1487651735664,1972.0,3422.0,True,True,True,"3500, 7000, corpus"
解,jiě,jie,J,surname Xie,不解 (bù jiě); 了解 (liǎo jiě); 分解 (fēn jiě),General Reference,Top 300,HSK2 Expansion,264.0,1312068.0,691.1722794269336,65.2178824015091,2867.0,5427.0,True,True,True,"3500, 7000, corpus"
电,diàn,dian,D,lightning; electricity; electric (bound form); to get (or give) an electric shock; phone call or telegram etc; to send via telephone or telegram etc,电话 (diàn huà); 电脑 (diàn nǎo); 电梯 (diàn tī),Places & Movement,Top 300,HSK2 Expansion,265.0,1308303.0,689.1889495750949,65.2868012964666,2057.0,3655.0,True,True,True,"3500, 7000, corpus"
世,shì,shi,S,surname Shi,一世 (yī shì); 万世 (wàn shì); 三世 (sān shì),General Reference,Top 300,HSK2 Expansion,266.0,1305454.0,687.688150970078,65.35557011156361,15.0,16.0,True,True,True,"3500, 7000, corpus"
性,xìng,xing,X,"nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence; CL:個|个[ge4]",两性 (liǎng xìng); 个性 (gè xìng); 中性 (zhōng xìng),Actions,Top 300,HSK2 Expansion,267.0,1304637.0,687.2577710261331,65.42429588866622,1077.0,1801.0,True,True,True,"3500, 7000, corpus"
表,biǎo,biao,B,exterior surface; family relationship via females; to show (one's opinion); a model; a table (listing information); a form; a meter (measuring sth),代表 (dài biǎo); 仪表 (yí biǎo); 体表 (tǐ biǎo),Actions,Top 300,HSK2 Expansion,268.0,1303318.0,686.5629471019431,65.49295218337642,2824.0,5324.0,True,True,True,"3500, 7000, corpus"
许,xǔ,xu,X,surname Xu,不许 (bù xǔ); 也许 (yě xǔ); 些许 (xiē xǔ),General Reference,Top 300,HSK2 Expansion,269.0,1299512.0,684.5580192357816,65.5614079853,2888.0,5467.0,True,True,True,"3500, 7000, corpus"
它,tā,ta,T,it,其它 (qí tā); 吉它 (jí tā); 它们 (tā men),People & Pronouns,Top 300,HSK2 Expansion,270.0,1298568.0,684.0607381255197,65.62981405911255,811.0,1354.0,True,True,True,"3500, 7000, corpus"
立,lì,li,L,surname Li,两立 (liǎng lì); 中立 (zhōng lì); 书立 (shū lì),General Reference,Top 300,HSK2 Expansion,271.0,1293824.0,681.5616898341191,65.69797022809595,2294.0,4149.0,True,True,True,"3500, 7000, corpus"
黑,hēi,hei,H,short name for Heilongjiang 黑龍江|黑龙江[Hei1 long2 jiang1],乌黑 (wū hēi); 傍黑 (bàng hēi); 变黑 (biàn hēi),General Reference,Top 300,HSK2 Expansion,272.0,1292192.0,680.7019835079037,65.76604042644675,3489.0,6943.0,True,True,True,"3500, 7000, corpus"
金,jīn,jin,J,surname Jin; surname Kim (Korean); Jurchen Jin dynasty (1115–1234),五金 (wǔ jīn); 亚金 (yà jīn); 佣金 (yòng jīn),General Reference,Top 300,HSK2 Expansion,273.0,1291889.0,680.5423689142498,65.83409466333818,3196.0,6100.0,True,True,True,"3500, 7000, corpus"
红,hóng,hong,H,surname Hong,乔红 (qiáo hóng); 分红 (fēn hóng); 发红 (fā hóng),General Reference,Top 300,HSK2 Expansion,274.0,1282649.0,675.6749139790597,65.90166215473609,2383.0,4339.0,True,True,True,"3500, 7000, corpus"
花,huā,hua,H,surname Hua,乱花 (luàn huā); 供花 (gōng huā); 兰花 (lán huā),General Reference,Top 300,HSK2 Expansion,275.0,1277183.0,672.7955299232428,65.9689417077284,2634.0,4833.0,True,True,True,"3500, 7000, corpus"
转,zhuǎn,zhuan,Z,see 轉文|转文[zhuai3 wen2],中转 (zhōng zhuǎn); 倒转 (dào zhuǎn); 偏转 (piān zhuǎn),Actions,Top 300,HSK2 Expansion,276.0,1276312.0,672.3367038140923,66.03617537810982,3065.0,5809.0,True,True,True,"3500, 7000, corpus"
总,zǒng,zong,Z,(bound form) general; overall; to sum up; in every case; always; invariably; anyway; after all; eventually; sooner or later; surely; (after a person's name) abbr. for 總經理|总经理[zong3 jing1 li3] or 總編|总编[zong3 bian1] etc,一总 (yī zǒng); 加总 (jiā zǒng); 总之 (zǒng zhī),People & Pronouns,Top 300,HSK2 Expansion,277.0,1273655.0,670.9370471298067,66.10326908282279,1081.0,1808.0,True,True,True,"3500, 7000, corpus"
算,suàn,suan,S,to calculate; to figure out; to include; to count in; to count; to be valid; to carry weight; to regard as; to consider (to be ...),上算 (shàng suàn); 不算 (bù suàn); 估算 (gū suàn),Actions,Top 300,HSK2 Expansion,278.0,1263186.0,665.4221785457695,66.16981130067737,2333.0,4227.0,True,True,True,"3500, 7000, corpus"
城,chéng,cheng,C,"city walls; city; town; CL:座[zuo4],道[dao4],個|个[ge4]",京城 (jīng chéng); 倾城 (qīng chéng); 关城 (guān chéng),Places & Movement,Top 300,HSK2 Expansion,279.0,1258895.0,663.1617619735941,66.23612747687473,668.0,1071.0,True,True,True,"3500, 7000, corpus"
队,duì,dui,D,squadron; team; group; CL:個|个[ge4],主队 (zhǔ duì); 乐队 (yuè duì); 仪队 (yí duì),General Reference,Top 300,HSK2 Expansion,280.0,1255383.0,661.3117076735522,66.30225864764208,3284.0,6385.0,True,True,True,"3500, 7000, corpus"
孩,hái,hai,H,(bound form) child,女孩 (nǚ hái); 婴孩 (yīng hái); 孩儿 (hái ér),People & Pronouns,Top 300,HSK2 Expansion,281.0,1251885.0,659.4690283052303,66.3682055504726,807.0,1344.0,True,True,True,"3500, 7000, corpus"
反,fǎn,fan,F,contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 反切[fan3 qie4] phonetic system,三反 (sān fǎn); 倒反 (dǎo fǎn); 反串 (fǎn chuàn),Places & Movement,Top 300,HSK2 Expansion,282.0,1250683.0,658.8358377389858,66.43408913424649,436.0,622.0,True,True,True,"3500, 7000, corpus"
工,gōng,gong,G,work; worker; skill; profession; trade; craft; labor,工作 (gōng zuò); 工人 (gōng rén); 工资 (gōng zī),Business & Work,Top 300,HSK2 Expansion,283.0,1242237.0,654.3866467884865,66.49952779892534,930.0,1558.0,True,True,True,"3500, 7000, corpus"
始,shǐ,shi,S,to begin; to start; then; only then,伊始 (yī shǐ); 倡始 (chàng shǐ); 创始 (chuàng shǐ),Actions,Top 300,HSK2 Expansion,284.0,1239671.0,653.0349271603807,66.56483129164138,760.0,1233.0,True,True,True,"3500, 7000, corpus"
满,mǎn,man,M,Manchu ethnic group,不满 (bù mǎn); 业满 (yè mǎn); 丰满 (fēng mǎn),General Reference,Top 300,HSK2 Expansion,285.0,1238021.0,652.1657387790967,66.63004786551929,1860.0,3182.0,True,True,True,"3500, 7000, corpus"
新,xīn,xin,X,abbr. for Xinjiang 新疆[Xin1 jiang1]; abbr. for Singapore 新加坡[Xin1 jia1 po1]; surname Xin,上新 (shàng xīn); 全新 (quán xīn); 兰新 (lán xīn),General Reference,Top 300,HSK2 Expansion,286.0,1232035.0,649.012428687966,66.69494910838809,1415.0,2329.0,True,True,True,"3500, 7000, corpus"
兵,bīng,bing,B,soldiers; a force; an army; weapons; arms; military; warlike; CL:個|个[ge4],举兵 (jǔ bīng); 交兵 (jiāo bīng); 伏兵 (fú bīng),General Reference,Top 300,HSK2 Expansion,287.0,1226804.0,646.2568381288773,66.75957479220098,246.0,366.0,True,True,True,"3500, 7000, corpus"
物,wù,wu,W,(bound form) thing; (literary) the outside world as distinct from oneself; people other than oneself,万物 (wàn wù); 事物 (shì wù); 产物 (chǎn wù),People & Pronouns,Top 300,HSK2 Expansion,288.0,1225245.0,645.4355868037734,66.82411835088136,1969.0,3417.0,True,True,True,"3500, 7000, corpus"
离,lí,li,L,mythical beast (archaic),乖离 (guāi lí); 偏离 (piān lí); 分离 (fēn lí),General Reference,Top 300,HSK2 Expansion,289.0,1222359.0,643.9152973077822,66.88850988061215,2237.0,4064.0,True,True,True,"3500, 7000, corpus"
非,fēi,fei,F,"abbr. for 非洲[Fei1 zhou1], Africa",东非 (dōng fēi); 中非 (zhōng fēi); 北非 (běi fēi),General Reference,Top 300,HSK2 Expansion,290.0,1219442.0,642.3786776058397,66.95274774837273,3351.0,6497.0,True,True,True,"3500, 7000, corpus"
虽,suī,sui,S,although; even though,虽则 (suī zé); 虽是 (suī shì); 虽然 (suī rán),General Reference,Top 300,HSK2 Expansion,291.0,1211358.0,638.1201813183856,67.01655976650457,2758.0,5164.0,True,True,True,"3500, 7000, corpus"
云,yún,yun,Y,(classical) to say,上云 (shàng yún); 乌云 (wū yún); 云云 (yún yún),Actions,Top 300,HSK2 Expansion,292.0,1205872.0,635.2302616458257,67.08008279266916,70.0,77.0,True,True,True,"3500, 7000, corpus"
似,shì,shi,S,used in 似的[shi4 de5],仿似 (fǎng shì); 似乎 (sì hū); 似地 (shì dì),General Reference,Top 300,HSK2 Expansion,293.0,1203009.0,633.7220881090889,67.14345500148006,139.0,175.0,True,True,True,"3500, 7000, corpus"
万,wàn,wan,W,used in 万俟[Mo4 qi2],万一 (wàn yī); 万万 (wàn wàn); 万丈 (wàn zhàng),Numbers & Measures,Top 300,HSK2 Expansion,294.0,1201402.0,632.875551303802,67.20674255661045,4.0,4.0,True,True,True,"3500, 7000, corpus"
至,zhì,zhi,Z,to arrive; most; to; until,乃至 (nǎi zhì); 之至 (zhī zhì); 以至 (yǐ zhì),Actions,Top 300,HSK2 Expansion,295.0,1199059.0,631.641303802379,67.2699066869907,2594.0,4753.0,True,True,True,"3500, 7000, corpus"
干,gàn,gan,G,surname Gan,主干 (zhǔ gàn); 何干 (hé gān); 公干 (gōng gàn),General Reference,Top 300,HSK2 Expansion,296.0,1197831.0,630.9944169343688,67.33300612868413,966.0,1614.0,True,True,True,"3500, 7000, corpus"
通,tōng,tong,T,"to go through; to know well; (suffix) expert; to connect; to communicate; open; to clear; classifier for letters, telegrams, phone calls etc",三通 (sān tōng); 不通 (bù tōng); 串通 (chuàn tōng),Time,Top 300,HSK2 Expansion,297.0,1186869.0,625.2198453976206,67.39552811322389,3131.0,5921.0,True,True,True,"3500, 7000, corpus"
认,rèn,ren,R,to recognize; to know; to admit,体认 (tǐ rèn); 供认 (gòng rèn); 公认 (gōng rèn),Time,Top 300,HSK2 Expansion,298.0,1184729.0,624.0925344061372,67.45793736666451,2877.0,5449.0,True,True,True,"3500, 7000, corpus"
失,shī,shi,S,to lose; to miss; to fail,不失 (bù shī); 丢失 (diū shī); 丧失 (sàng shī),Actions,Top 300,HSK2 Expansion,299.0,1182384.0,622.8572333430398,67.52022308999881,719.0,1170.0,True,True,True,"3500, 7000, corpus"
火,huǒ,huo,H,surname Huo,上火 (shàng huǒ); 举火 (jǔ huǒ); 交火 (jiāo huǒ),General Reference,Top 300,HSK2 Expansion,300.0,1180390.0,621.8068323537791,67.58240377323419,1891.0,3267.0,True,True,True,"3500, 7000, corpus"
哥,gē,ge,G,elder brother,一哥 (yī gē); 二哥 (èr gē); 伟哥 (wěi gē),General Reference,Top 600,HSK3 Expansion,301.0,1176477.0,619.7455389380434,67.644378327128,544.0,785.0,True,True,True,"3500, 7000, corpus"
士,shì,shi,S,surname Shi,下士 (xià shì); 义士 (yì shì); 人士 (rén shì),General Reference,Top 600,HSK3 Expansion,302.0,1175727.0,619.3504533101869,67.70631337245901,697.0,1142.0,True,True,True,"3500, 7000, corpus"
五,wǔ,wu,W,five; 5,三五 (sān wǔ); 五一 (wǔ yī); 五七 (wǔ qī),Numbers & Measures,Top 600,HSK3 Expansion,303.0,1170398.0,616.5432382290585,67.76796769628191,72.0,80.0,True,True,True,"3500, 7000, corpus"
惊,jīng,jing,J,to startle; to be frightened; to be scared; alarm,受惊 (shòu jīng); 可惊 (kě jīng); 吃惊 (chī jīng),Actions,Top 600,HSK3 Expansion,304.0,1161953.0,612.0945740593962,67.82917715368785,1114.0,1873.0,True,True,True,"3500, 7000, corpus"
魔,mó,mo,M,(bound form) evil spirit; devil; (prefix) supernatural; magical,中魔 (zhōng mó); 天魔 (tiān mó); 妖魔 (yāo mó),General Reference,Top 600,HSK3 Expansion,305.0,1160330.0,611.2396087607151,67.89030111456393,3451.0,6758.0,True,True,True,"3500, 7000, corpus"
竟,jìng,jing,J,unexpectedly; actually; to go so far as to; indeed,未竟 (wèi jìng); 毕竟 (bì jìng); 究竟 (jiū jìng),Places & Movement,Top 600,HSK3 Expansion,306.0,1160070.0,611.1026457430582,67.95141137913824,2298.0,4154.0,True,True,True,"3500, 7000, corpus"
姐,jiě,jie,J,older sister,一姐 (yī jiě); 唉姐 (āi jiě); 堂姐 (táng jiě),General Reference,Top 600,HSK3 Expansion,307.0,1158924.0,610.4989549036937,68.0124612746286,761.0,1234.0,True,True,True,"3500, 7000, corpus"
乎,hū,hu,H,"(classical particle similar to 於|于[yu2]) in; at; from; because; than; (classical final particle similar to 嗎|吗[ma5], 吧[ba5], 呢[ne5], expressing question, doubt or astonishment)",介乎 (jiè hū); 似乎 (sì hū); 全乎 (quán hū),Question & Function,Top 600,HSK3 Expansion,308.0,1157322.0,609.6550520025926,68.07342677982886,44.0,48.0,True,True,True,"3500, 7000, corpus"
剑,jiàn,jian,J,"double-edged sword; CL:口[kou3],把[ba3]; classifier for blows of a sword",佩剑 (pèi jiàn); 击剑 (jī jiàn); 刀剑 (dāo jiàn),Actions,Top 600,HSK3 Expansion,309.0,1151704.0,606.6955972595301,68.13409633955482,331.0,474.0,True,True,True,"3500, 7000, corpus"
往,wǎng,wang,W,to go (in a direction); to; towards; (of a train) bound for; past; previous,交往 (jiāo wǎng); 以往 (yǐ wǎng); 前往 (qián wǎng),Places & Movement,Top 600,HSK3 Expansion,310.0,1143435.0,602.3396465172048,68.19433030420653,1034.0,1722.0,True,True,True,"3500, 7000, corpus"
量,liàng,liang,L,to measure,丈量 (zhàng liáng); 产量 (chǎn liàng); 估量 (gū liáng),Actions,Top 600,HSK3 Expansion,311.0,1142437.0,601.8139192417373,68.2545116961307,3195.0,6099.0,True,True,True,"3500, 7000, corpus"
早,zǎo,zao,Z,early; morning; Good morning!; long ago; prematurely,一早 (yī zǎo); 今早 (jīn zǎo); 即早 (jí zǎo),Time,Top 600,HSK3 Expansion,312.0,1138903.0,599.9522757632783,68.31450692370703,1429.0,2351.0,True,True,True,"3500, 7000, corpus"
结,jié,jie,J,(of a plant) to produce (fruit or seeds); Taiwan pr. [jie2],了结 (liǎo jié); 交结 (jiāo jié); 具结 (jù jié),Actions,Top 600,HSK3 Expansion,313.0,1132776.0,596.7246895741107,68.37417939266444,2413.0,4385.0,True,True,True,"3500, 7000, corpus"
怕,pà,pa,P,surname Pa,不怕 (bù pà); 只怕 (zhǐ pà); 可怕 (kě pà),General Reference,Top 600,HSK3 Expansion,314.0,1114820.0,587.265812862393,68.43290597395068,1071.0,1791.0,True,True,True,"3500, 7000, corpus"
流,liú,liu,L,"to flow; to disseminate; to circulate or spread; to move or drift; to degenerate; to banish or send into exile; stream of water or sth resembling one; class, rate or grade",一流 (yì liú); 三流 (sān liú); 上流 (shàng liú),Actions,Top 600,HSK3 Expansion,315.0,1114438.0,587.0645825826048,68.49161243220894,1774.0,3005.0,True,True,True,"3500, 7000, corpus"
突,tū,tu,T,to dash; to move forward quickly; to bulge; to protrude; to break through; to rush out; sudden; Taiwan pr. [tu2],乳突 (rǔ tū); 冲突 (chōng tū); 唐突 (táng tū),Actions,Top 600,HSK3 Expansion,316.0,1106693.0,582.9846649989418,68.54991089870883,2280.0,4124.0,True,True,True,"3500, 7000, corpus"
坐,zuò,zuo,Z,surname Zuo,乘坐 (chéng zuò); 反坐 (fǎn zuò); 后坐 (hòu zuò),General Reference,Top 600,HSK3 Expansion,317.0,1106273.0,582.7634170473423,68.60818724041357,640.0,1017.0,True,True,True,"3500, 7000, corpus"
斯,sī,si,S,Slovakia; Slovak; abbr. for 斯洛伐克[Si1 luo4 fa2 ke4],如斯 (rú sī); 宙斯 (zhòu sī); 希斯 (xī sī),General Reference,Top 600,HSK3 Expansion,318.0,1105720.0,582.4721072444028,68.66643445113802,1414.0,2328.0,True,True,True,"3500, 7000, corpus"
音,yīn,yin,Y,sound; noise; note (of musical scale); tone; news; syllable; reading (phonetic value of a character),三音 (sān yīn); 串音 (chuàn yīn); 主音 (zhǔ yīn),Question & Function,Top 600,HSK3 Expansion,319.0,1100301.0,579.6174818879315,68.7243961993268,3365.0,6538.0,True,True,True,"3500, 7000, corpus"
紧,jǐn,jin,J,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten,严紧 (yán jǐn); 关紧 (guān jǐn); 加紧 (jiā jǐn),Business & Work,Top 600,HSK3 Expansion,320.0,1099517.0,579.2044857116124,68.78231664789797,2377.0,4324.0,True,True,True,"3500, 7000, corpus"
指,zhǐ,zhi,Z,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,中指 (zhōng zhǐ); 二指 (èr zhǐ); 五指 (wǔ zhǐ),Actions,Top 600,HSK3 Expansion,321.0,1099010.0,578.9374078271815,68.84021038868069,1262.0,2093.0,True,True,True,"3500, 7000, corpus"
拉,lā,la,L,to pull; to play (a bowed instrument); to drag; to draw; to chat; (coll.) to empty one's bowels,乌拉 (wū lā); 划拉 (huá lā); 半拉 (bàn lǎ),Actions,Top 600,HSK3 Expansion,322.0,1096796.0,577.7711150537497,68.89798750018606,1229.0,2053.0,True,True,True,"3500, 7000, corpus"
杀,shā,sha,S,to kill; to slay; to murder; to attack; to weaken; to reduce; (dialect) to smart; (used after a verb) extremely,仇杀 (chóu shā); 他杀 (tā shā); 冲杀 (chōng shā),Actions,Top 600,HSK3 Expansion,323.0,1095880.0,577.2885838069277,68.95571635856676,1505.0,2475.0,True,True,True,"3500, 7000, corpus"
半,bàn,ban,B,half; semi-; incomplete; (after a number) and a half,一半 (yí bàn); 上半 (shàng bàn); 下半 (xià bàn),Numbers & Measures,Top 600,HSK3 Expansion,324.0,1095098.0,576.8766411922829,69.01340402268599,388.0,560.0,True,True,True,"3500, 7000, corpus"
记,jì,ji,J,"to record; to note; to memorize; to remember; mark; sign; classifier for blows, kicks, shots",书记 (shū jì); 传记 (zhuàn jì); 侧记 (cè jì),Question & Function,Top 600,HSK3 Expansion,325.0,1094800.0,576.7196605028146,69.07107598873627,2884.0,5460.0,True,True,True,"3500, 7000, corpus"
且,qiě,qie,Q,and; moreover; yet; for the time being; to be about to; both (... and...),且休 (qiě xiū); 且慢 (qiě màn); 且说 (qiě shuō),Time,Top 600,HSK3 Expansion,326.0,1092816.0,575.6745273219253,69.12864344146845,14.0,14.0,True,True,True,"3500, 7000, corpus"
利,lì,li,L,surname Li,不利 (bù lì); 专利 (zhuān lì); 互利 (hù lì),General Reference,Top 600,HSK3 Expansion,327.0,1091519.0,574.9912925761525,69.18614257072608,316.0,451.0,True,True,True,"3500, 7000, corpus"
合,hé,he,H,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗",不合 (bù hé); 交合 (jiāo hé); 会合 (huì hé),Business & Work,Top 600,HSK3 Expansion,328.0,1085786.0,571.9712580368187,69.24333969652976,469.0,660.0,True,True,True,"3500, 7000, corpus"
倒,dào,dao,D,to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit,倒下 (dǎo xià); 倒仓 (dǎo cāng); 倒伏 (dǎo fú),Business & Work,Top 600,HSK3 Expansion,329.0,1085421.0,571.778983031262,69.30051759483288,188.0,270.0,True,True,True,"3500, 7000, corpus"
书,shū,shu,S,abbr. for 書經|书经[Shu1 jing1],上书 (shàng shū); 丛书 (cóng shū); 书亭 (shū tíng),General Reference,Top 600,HSK3 Expansion,330.0,1083351.0,570.6885466983784,69.35758644950272,58.0,63.0,True,True,True,"3500, 7000, corpus"
度,dù,du,D,"to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences",一度 (yí dù); 三度 (sān dù); 丰度 (fēng dù),Time,Top 600,HSK3 Expansion,331.0,1082785.0,570.3903887445563,69.41462548837717,989.0,1646.0,True,True,True,"3500, 7000, corpus"
微,wēi,wei,W,surname Wei; ancient Chinese state near present-day Chongqing; Taiwan pr. [Wei2],些微 (xiē wēi); 低微 (dī wēi); 入微 (rù wēi),Time,Top 600,HSK3 Expansion,332.0,1082510.0,570.2455240143423,69.4716500407786,1048.0,1743.0,True,True,True,"3500, 7000, corpus"
步,bù,bu,B,surname Bu,举步 (jǔ bù); 代步 (dài bù); 优步 (yōu bù),General Reference,Top 600,HSK3 Expansion,333.0,1077549.0,567.6321642812819,69.52841325720672,1665.0,2783.0,True,True,True,"3500, 7000, corpus"
教,jiào,jiao,J,surname Jiao,三教 (sān jiào); 主教 (zhǔ jiào); 从教 (cóng jiào),General Reference,Top 600,HSK3 Expansion,334.0,1071585.0,564.4904433685684,69.58486230154358,1391.0,2296.0,True,True,True,"3500, 7000, corpus"
喜,xǐ,xi,X,to be fond of; to like; to enjoy; to be happy; to feel pleased; happiness; delight; glad,七喜 (qī xǐ); 双喜 (shuāng xǐ); 可喜 (kě xǐ),Actions,Top 600,HSK3 Expansion,335.0,1069981.0,563.645486905793,69.64122685023416,583.0,867.0,True,True,True,"3500, 7000, corpus"
越,yuè,yue,Y,generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南,优越 (yōu yuè); 僭越 (jiàn yuè); 北越 (běi yuè),People & Pronouns,Top 600,HSK3 Expansion,336.0,1069176.0,563.2214283318938,69.69754899306736,3019.0,5692.0,True,True,True,"3500, 7000, corpus"
影,yǐng,ying,Y,picture; image; film; movie; photograph; reflection; shadow; trace,人影 (rén yǐng); 从影 (cóng yǐng); 侧影 (cè yǐng),Actions,Top 600,HSK3 Expansion,337.0,1067165.0,562.1620720684017,69.7537652002742,1030.0,1716.0,True,True,True,"3500, 7000, corpus"
谁,shuí,shui,S,who; also pr. [shui2],谁料 (shuí liào); 谁知 (shuí zhī); 阿谁 (ā shuí),Question & Function,Top 600,HSK3 Expansion,338.0,1064240.0,560.6212381197621,69.80982732408617,2928.0,5536.0,True,True,True,"3500, 7000, corpus"
冷,lěng,leng,L,surname Leng,冰冷 (bīng lěng); 冷傲 (lěng ào); 冷僻 (lěng pì),General Reference,Top 600,HSK3 Expansion,339.0,1063226.0,560.0870823509002,69.86583603232125,273.0,399.0,True,True,True,"3500, 7000, corpus"
深,shēn,shen,S,(lit. and fig.) deep,加深 (jiā shēn); 幽深 (yōu shēn); 景深 (jǐng shēn),General Reference,Top 600,HSK3 Expansion,340.0,1060800.0,558.8091120399943,69.92171694352525,1820.0,3093.0,True,True,True,"3500, 7000, corpus"
告,gào,gao,G,(bound form) to say; to tell; to announce; to report; to denounce; to file a lawsuit; to sue,传告 (chuán gào); 公告 (gōng gào); 劝告 (quàn gào),Actions,Top 600,HSK3 Expansion,341.0,1054831.0,555.6647572230951,69.97728341924757,505.0,701.0,True,True,True,"3500, 7000, corpus"
落,luò,luo,L,to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind,下落 (xià luò); 低落 (dī luò); 冷落 (lěng luò),Actions,Top 600,HSK3 Expansion,342.0,1054311.0,555.3908311877814,70.03282250236634,2705.0,5020.0,True,True,True,"3500, 7000, corpus"
象,xiàng,xiang,X,elephant; CL:隻|只[zhi1]; shape; form; appearance; to imitate,万象 (wàn xiàng); 乱象 (luàn xiàng); 假象 (jiǎ xiàng),Actions,Top 600,HSK3 Expansion,343.0,1041105.0,548.4341634524872,70.0876659187116,2955.0,5595.0,True,True,True,"3500, 7000, corpus"
容,róng,rong,R,surname Rong,不容 (bù róng); 从容 (cóng róng); 仪容 (yí róng),General Reference,Top 600,HSK3 Expansion,344.0,1038318.0,546.9660252593729,70.14236252123753,840.0,1389.0,True,True,True,"3500, 7000, corpus"
怪,guài,guai,G,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather,丑怪 (chǒu guài); 休怪 (xiū guài); 作怪 (zuò guài),Actions,Top 600,HSK3 Expansion,345.0,1036985.0,546.263826403463,70.19698890387788,1079.0,1804.0,True,True,True,"3500, 7000, corpus"
传,chuán,chuan,C,to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity),上传 (shàng chuán); 传世 (chuán shì); 传习 (chuán xí),Places & Movement,Top 600,HSK3 Expansion,346.0,1034638.0,545.0274717786912,70.25149165105574,129.0,161.0,True,True,True,"3500, 7000, corpus"
钱,qián,qian,Q,surname Qian,付钱 (fù qián); 价钱 (jià qián); 赚钱 (zhuàn qián),Business & Work,Top 600,HSK3 Expansion,347.0,1034329.0,544.8646965000144,70.30597812070575,3212.0,6154.0,True,True,True,"3500, 7000, corpus"
提,tí,ti,T,used in 提防[di1 fang5] and 提溜[di1 liu5],免提 (miǎn tí); 前提 (qián tí); 喜提 (xǐ tí),General Reference,Top 600,HSK3 Expansion,348.0,1026285.0,540.6272714460459,70.36004084785036,1325.0,2183.0,True,True,True,"3500, 7000, corpus"
言,yán,yan,Y,words; speech; to say; to talk,一言 (yī yán); 代言 (dài yán); 传言 (chuán yán),Actions,Top 600,HSK3 Expansion,349.0,1026005.0,540.4797728116463,70.41408882513151,2869.0,5434.0,True,True,True,"3500, 7000, corpus"
随,suí,sui,S,surname Sui,任随 (rèn suí); 伴随 (bàn suí); 听随 (tīng suí),General Reference,Top 600,HSK3 Expansion,350.0,1016322.0,535.3789539656025,70.46762672052807,3313.0,6434.0,True,True,True,"3500, 7000, corpus"
每,měi,mei,M,each; every,每个 (měi gè); 每人 (měi rén); 每周 (měi zhōu),General Reference,Top 600,HSK3 Expansion,351.0,1015025.0,534.6957192198296,70.52109629245005,1684.0,2818.0,True,True,True,"3500, 7000, corpus"
双,shuāng,shuang,S,surname Shuang,双乳 (shuāng rǔ); 双亲 (shuāng qīn); 双人 (shuāng rén),General Reference,Top 600,HSK3 Expansion,352.0,1011629.0,532.9067714968961,70.57438696959974,435.0,621.0,True,True,True,"3500, 7000, corpus"
