character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
肘,zhǒu,zhou,Z,elbow; pork shoulder,实肘 (shí zhǒu); 手肘 (shǒu zhǒu); 护肘 (hù zhǒu),General Reference,Top 3500+,General 3500,3027.0,19724.0,10.390225231784358,99.21091528244223,2515.0,4607.0,True,True,True,"3500, 7000, corpus"
拇,mǔ,mu,M,thumb; big toe,拇战 (mǔ zhàn); 拇指 (mǔ zhǐ); 拇趾 (mǔ zhǐ),General Reference,Top 3500+,General 3500,3028.0,19655.0,10.353877354021575,99.21195067017763,1228.0,2051.0,True,True,True,"3500, 7000, corpus"
僚,liáo,liao,L,surname Liao,僚机 (liáo jī); 同僚 (tóng liáo); 官僚 (guān liáo),General Reference,Top 3500+,General 3500,3029.0,19624.0,10.33754714807018,99.21298442489244,216.0,323.0,True,True,True,"3500, 7000, corpus"
霹,pī,pi,P,used in 霹靂|霹雳[pi1 li4] and 霹雷[pi1 lei2],霹雳 (pī lì); 霹雷 (pī léi); 霹雳舞 (pī lì wǔ),General Reference,Top 3500+,General 3500,3030.0,19613.0,10.331752558861622,99.21401760014832,3347.0,6490.0,True,True,True,"3500, 7000, corpus"
聋,lóng,long,L,deaf,耳聋 (ěr lóng); 聋人 (lóng rén); 聋哑 (lóng yǎ),General Reference,Top 3500+,General 3500,3037.0,19397.0,10.217967898039,99.2212133737056,2502.0,4587.0,True,True,True,"3500, 7000, corpus"
忿,fèn,fen,F,anger; indignation; hatred,不忿 (bù fèn); 忿懑 (fèn mèn); 怨忿 (yuàn fèn),General Reference,Top 3500+,General 3500,3039.0,19358.0,10.197423445390468,99.22325443873719,1065.0,1777.0,True,True,True,"3500, 7000, corpus"
韧,rèn,ren,R,annealed; pliable but strong; tough; tenacious,坚韧 (jiān rèn); 强韧 (qiáng rèn); 柔韧 (róu rèn),General Reference,Top 3500+,General 3500,3040.0,19327.0,10.181093239439074,99.22427254806114,3362.0,6531.0,True,True,True,"3500, 7000, corpus"
梢,shāo,shao,S,tip of branch,发梢 (fā shāo); 后梢 (hòu shāo); 尾梢 (wěi shāo),General Reference,Top 3500+,General 3500,3042.0,19244.0,10.137370429956306,99.22630407835958,1592.0,2629.0,True,True,True,"3500, 7000, corpus"
肋,lē,le,L,(bound form) rib; Taiwan pr. [le4],季肋 (jì lē); 肋木 (lèi mù); 肋眼 (lē yǎn),General Reference,Top 3500+,General 3500,3043.0,19237.0,10.133682964096314,99.22731744665599,2512.0,4603.0,True,True,True,"3500, 7000, corpus"
窘,jiǒng,jiong,J,distressed; embarrassed,发窘 (fā jiǒng); 受窘 (shòu jiǒng); 困窘 (kùn jiǒng),General Reference,Top 3500+,General 3500,3044.0,19223.0,10.12630803237633,99.22833007745922,2288.0,4135.0,True,True,True,"3500, 7000, corpus"
浦,pǔ,pu,P,surname Pu,乍浦 (zhà pǔ); 科浦 (kē pǔ); 利物浦 (lì wù pǔ),General Reference,Top 3500+,General 3500,3048.0,19174.0,10.100495771356384,99.2323740159117,1784.0,3031.0,True,True,True,"3500, 7000, corpus"
炭,tàn,tan,T,wood charcoal; coal,木炭 (mù tàn); 泥炭 (ní tàn); 涂炭 (tú tàn),General Reference,Top 3500+,General 3500,3049.0,19147.0,10.086272688753555,99.23338264318058,1908.0,3292.0,True,True,True,"3500, 7000, corpus"
螺,luó,luo,L,spiral shell; snail; conch,海螺 (hǎi luó); 玉螺 (yù luó); 螺丝 (luó sī),General Reference,Top 3500+,General 3500,3052.0,19077.0,10.04939803015363,99.23640099202123,2807.0,5286.0,True,True,True,"3500, 7000, corpus"
酱,jiàng,jiang,J,thick paste of fermented soybean; marinated in soy paste; paste; jam,抹酱 (mǒ jiàng); 果酱 (guǒ jiàng); 沾酱 (zhān jiàng),General Reference,Top 3500+,General 3500,3053.0,19063.0,10.042023098433646,99.23740519433107,3181.0,6062.0,True,True,True,"3500, 7000, corpus"
冀,jì,ji,J,short name for Hebei 河北[He2 bei3]; surname Ji,希冀 (xī jì); 期冀 (qī jì); 冀朝铸 (jì cháo zhù),General Reference,Top 3500+,General 3500,3057.0,18988.0,10.002514535648013,99.2414121527688,253.0,374.0,True,True,True,"3500, 7000, corpus"
橙,chéng,cheng,C,orange tree; orange (color),柳橙 (liǔ chéng); 橙剂 (chéng jì); 橙子 (chéng zi),General Reference,Top 3500+,General 3500,3058.0,18984.0,10.000407412299445,99.24241219351003,1644.0,2745.0,True,True,True,"3500, 7000, corpus"
倔,jué,jue,J,used in 倔強|倔强[jue2 jiang4],倔头 (jué tóu); 倔强 (jué jiàng),General Reference,Top 3500+,General 3500,3059.0,18984.0,10.000407412299445,99.24341223425127,189.0,272.0,True,True,True,"3500, 7000, corpus"
陕,shǎn,shan,S,short name for Shaanxi 陝西|陕西[Shan3 xi1],陕飞集团 (shǎn fēi jí tuán),General Reference,Top 3500+,General 3500,3060.0,18975.0,9.995666384765169,99.24441180088974,3301.0,6413.0,True,True,True,"3500, 7000, corpus"
菱,líng,ling,L,(bound form) water caltrop (Trapa species),三菱 (sān líng); 菱形 (líng xíng); 菱角 (líng jiǎo),General Reference,Top 3500+,General 3500,3067.0,18846.0,9.92771165677388,99.25138453544058,2694.0,4994.0,True,True,True,"3500, 7000, corpus"
浊,zhuó,zhuo,Z,turbid; muddy; impure,五浊 (wǔ zhuó); 恶浊 (è zhuó); 污浊 (wū zhuó),General Reference,Top 3500+,General 3500,3070.0,18800.0,9.903479738265359,99.25435921414984,1778.0,3012.0,True,True,True,"3500, 7000, corpus"
憔,qiáo,qiao,Q,used in 憔悴[qiao2 cui4],憔悴 (qiáo cuì),General Reference,Top 3500+,General 3500,3073.0,18746.0,9.875033573059703,99.25732362063277,1152.0,1933.0,True,True,True,"3500, 7000, corpus"
臀,tún,tun,T,buttocks; hips; rump,窟臀 (kū tún); 笞臀 (chī tún); 翘臀 (qiào tún),General Reference,Top 3500+,General 3500,3077.0,18687.0,9.84395350366834,99.26126826089747,2588.0,4739.0,True,True,True,"3500, 7000, corpus"
吨,dūn,dun,D,ton (loanword); Taiwan pr. [dun4],公吨 (gōng dūn); 千吨 (qiān dūn); 吨位 (dūn wèi),General Reference,Top 3500+,General 3500,3078.0,18670.0,9.834998229436929,99.26225176072042,488.0,681.0,True,True,True,"3500, 7000, corpus"
笙,shēng,sheng,S,"sheng, a free reed wind instrument with vertical bamboo pipes",排笙 (pái shēng); 竹笙 (zhú shēng); 笙歌 (shēng gē),General Reference,Top 3500+,General 3500,3079.0,18633.0,9.815507338462682,99.26323331145426,2310.0,4175.0,True,True,True,"3500, 7000, corpus"
沼,zhǎo,zhao,Z,pond; pool,池沼 (chí zhǎo); 沼气 (zhǎo qì); 沼泽 (zhǎo zé),General Reference,Top 3500+,General 3500,3081.0,18625.0,9.811293091765549,99.2651959388192,1738.0,2933.0,True,True,True,"3500, 7000, corpus"
伶,líng,ling,L,(old) actor; actress; (meaningless bound form),优伶 (yōu líng); 伶人 (líng rén); 伶仃 (líng dīng),General Reference,Top 3500+,General 3500,3088.0,18546.0,9.769677405631349,99.27204646021582,136.0,172.0,True,True,True,"3500, 7000, corpus"
酥,sū,su,S,flaky pastry; crunchy; limp; soft; silky,奶酥 (nǎi sū); 酥松 (sū sōng); 酥油 (sū yóu),General Reference,Top 3500+,General 3500,3090.0,18511.0,9.751240076331385,99.27399834125168,3178.0,6054.0,True,True,True,"3500, 7000, corpus"
雳,lì,li,L,used in 霹靂|霹雳[pi1 li4],霹雳 (pī lì); 霹雳舞 (pī lì wǔ); 列缺霹雳 (liè quē pī lì),General Reference,Top 3500+,General 3500,3096.0,18289.0,9.634294730485912,99.27979940986454,3333.0,6466.0,True,True,True,"3500, 7000, corpus"
卵,luǎn,luan,L,egg; ovum; spawn; (coll.) testicles; (old) penis; (expletive) fucking,产卵 (chǎn luǎn); 冻卵 (dòng luǎn); 卵圆 (luǎn yuán),General Reference,Top 3500+,General 3500,3097.0,18272.0,9.625339456254503,99.28076194381016,410.0,587.0,True,True,True,"3500, 7000, corpus"
檐,yán,yan,Y,eaves; ledge or brim,屋檐 (wū yán); 帽檐 (mào yán); 房檐 (fáng yán),General Reference,Top 3500+,General 3500,3099.0,18211.0,9.593205825188853,99.28268195460538,1648.0,2756.0,True,True,True,"3500, 7000, corpus"
棘,jí,ji,J,thorns,棘手 (jí shǒu); 棘楚 (jí chǔ); 棘轮 (jí lún),General Reference,Top 3500+,General 3500,3100.0,18152.0,9.56212575579749,99.28363816718095,1606.0,2648.0,True,True,True,"3500, 7000, corpus"
袜,wà,wa,W,socks; stockings,丝袜 (sī wà); 短袜 (duǎn wà); 网袜 (wǎng wà),General Reference,Top 3500+,General 3500,3103.0,18039.0,9.50259952120047,99.28649273985934,2836.0,5346.0,True,True,True,"3500, 7000, corpus"
蝎,xiē,xie,X,(bound form) scorpion,天蝎 (tiān xiē); 蛇蝎 (shé xiē); 蝎子 (xiē zi),General Reference,Top 3500+,General 3500,3108.0,17947.0,9.454135684183425,99.29123255579769,2798.0,5253.0,True,True,True,"3500, 7000, corpus"
膨,péng,peng,P,swollen,膨化 (péng huà); 膨压 (péng yā); 膨大 (péng dà),General Reference,Top 3500+,General 3500,3111.0,17894.0,9.42621629981491,99.29406410815349,2586.0,4734.0,True,True,True,"3500, 7000, corpus"
徊,huái,huai,H,used in 徘徊[pai2 huai2],徘徊 (pái huái),General Reference,Top 3500+,General 3500,3114.0,17842.0,9.39882369628354,99.29688575702956,1039.0,1730.0,True,True,True,"3500, 7000, corpus"
衅,xìn,xin,X,quarrel; dispute; a blood sacrifice (arch.),寻衅 (xún xìn); 挑衅 (tiǎo xìn); 衅端 (xìn duān),General Reference,Top 3500+,General 3500,3116.0,17813.0,9.383547052006428,99.2987626771523,2815.0,5314.0,True,True,True,"3500, 7000, corpus"
砂,shā,sha,S,sand; gravel; granule,丹砂 (dān shā); 喷砂 (pēn shā); 朱砂 (zhū shā),General Reference,Top 3500+,General 3500,3117.0,17805.0,9.379332805309293,99.29970061043282,2181.0,3924.0,True,True,True,"3500, 7000, corpus"
舵,duò,duo,D,helm; rudder,右舵 (yòu duò); 左舵 (zuǒ duò); 把舵 (bǎ duò),General Reference,Top 3500+,General 3500,3118.0,17755.0,9.352993763452204,99.30063590980917,2610.0,4782.0,True,True,True,"3500, 7000, corpus"
椒,jiāo,jiao,J,pepper,剁椒 (duò jiāo); 尖椒 (jiān jiāo); 椒子 (jiāo zi),General Reference,Top 3500+,General 3500,3123.0,17541.0,9.240262664303865,99.30527790254605,1616.0,2669.0,True,True,True,"3500, 7000, corpus"
窑,yáo,yao,Y,kiln; oven; coal pit; cave dwelling; (coll.) brothel,土窑 (tǔ yáo); 砖窑 (zhuān yáo); 窑场 (yáo chǎng),General Reference,Top 3500+,General 3500,3127.0,17450.0,9.192325608123964,99.30895841489901,2284.0,4130.0,True,True,True,"3500, 7000, corpus"
疙,gē,ge,G,pimple; wart,疙瘩 (gē da); 疙瘩汤 (gē da tāng); 面疙瘩 (miàn gē da),General Reference,Top 3500+,General 3500,3130.0,17365.0,9.147549236966912,99.31170826354698,2076.0,3690.0,True,True,True,"3500, 7000, corpus"
瘩,dā,da,D,sore; boil; scab,疙瘩 (gē da); 疙瘩汤 (gē da tāng); 面疙瘩 (miàn gē da),General Reference,Top 3500+,General 3500,3132.0,17347.0,9.13806718189836,99.31353598233952,2102.0,3762.0,True,True,True,"3500, 7000, corpus"
靴,xuē,xue,X,boots,挂靴 (guà xuē); 毡靴 (zhān xuē); 短靴 (duǎn xuē),General Reference,Top 3500+,General 3500,3134.0,17283.0,9.104353208321287,99.31535801189902,3356.0,6505.0,True,True,True,"3500, 7000, corpus"
侥,jiǎo,jiao,J,by mere luck,侥幸 (jiǎo xìng); 僬侥 (jiāo yáo); 侥幸心理 (jiǎo xìng xīn lǐ),General Reference,Top 3500+,General 3500,3135.0,17262.0,9.09329081074131,99.31626734098009,164.0,225.0,True,True,True,"3500, 7000, corpus"
挚,zhì,zhi,Z,surname Zhi,挚切 (zhì qiè); 挚友 (zhì yǒu); 挚情 (zhì qíng),General Reference,Top 3500+,General 3500,3137.0,17228.0,9.07538026227849,99.31808315452571,1267.0,2099.0,True,True,True,"3500, 7000, corpus"
兑,duì,dui,D,surname Dui,兑付 (duì fù); 兑奖 (duì jiǎng); 兑换 (duì huàn),General Reference,Top 3500+,General 3500,3139.0,17197.0,9.059050056327093,99.3198952279274,232.0,349.0,True,True,True,"3500, 7000, corpus"
徘,pái,pai,P,used in 徘徊[pai2 huai2],徘徊 (pái huái),General Reference,Top 3500+,General 3500,3141.0,17122.0,9.01954149354146,99.32170045317821,1044.0,1736.0,True,True,True,"3500, 7000, corpus"
芽,yá,ya,Y,bud; sprout,侧芽 (cè yá); 催芽 (cuī yá); 发芽 (fā yá),General Reference,Top 3500+,General 3500,3142.0,17121.0,9.019014712704319,99.32260235464948,2637.0,4840.0,True,True,True,"3500, 7000, corpus"
瀑,pù,pu,P,shower (rain),瀑布 (pù bù); 飞瀑 (fēi pù),General Reference,Top 3500+,General 3500,3146.0,17047.0,8.980032930755828,99.32620216417816,1889.0,3258.0,True,True,True,"3500, 7000, corpus"
芯,xīn,xin,X,(bound form) the pith of the rush plant (used as a lampwick),堆芯 (duī xīn); 滤芯 (lǜ xīn); 电芯 (diàn xīn),General Reference,Top 3500+,General 3500,3149.0,17023.0,8.967390190664425,99.32889306605044,2633.0,4831.0,True,True,True,"3500, 7000, corpus"
禾,hé,he,H,(bound form) grain plant; cereal crop,柴禾 (chái hé); 禾场 (hé cháng); 禾秆 (hé gǎn),General Reference,Top 3500+,General 3500,3150.0,16993.0,8.951586765550173,99.329788224727,2239.0,4066.0,True,True,True,"3500, 7000, corpus"
澎,pēng,peng,P,used in 澎湃[peng2 pai4]; Taiwan pr. [peng1],澎湃 (pēng pài); 心潮澎湃 (xīn cháo pēng pài); 澎湖列岛 (pēng hú liè dǎo),General Reference,Top 3500+,General 3500,3151.0,16976.0,8.942631491318762,99.33068248787613,1883.0,3236.0,True,True,True,"3500, 7000, corpus"
蜘,zhī,zhi,Z,used in 蜘蛛[zhi1 zhu1],蜘蛛 (zhī zhū); 盲蜘蛛 (máng zhī zhū); 蜘蛛人 (zhī zhū rén),General Reference,Top 3500+,General 3500,3154.0,16934.0,8.920506696158808,99.3333601675494,2791.0,5233.0,True,True,True,"3500, 7000, corpus"
恬,tián,tian,T,quiet; calm; tranquil; peaceful,恬和 (tián hé); 恬噪 (tián zào); 恬愉 (tián yú),General Reference,Top 3500+,General 3500,3170.0,16632.0,8.761418883341992,99.34749043136871,1092.0,1830.0,True,True,True,"3500, 7000, corpus"
慷,kāng,kang,K,used in 慷慨[kang1 kai3],慷慨 (kāng kǎi); 慷慨捐生 (kāng kǎi juān shēng); 慷慨激昂 (kāng kǎi jī áng),General Reference,Top 3500+,General 3500,3171.0,16623.0,8.756677855807716,99.34836609915429,1149.0,1930.0,True,True,True,"3500, 7000, corpus"
渣,zhā,zha,Z,slag (in mining or smelting); dregs,人渣 (rén zhā); 学渣 (xué zhā); 废渣 (fèi zhā),General Reference,Top 3500+,General 3500,3173.0,16543.0,8.714535388836374,99.35011195620474,1832.0,3111.0,True,True,True,"3500, 7000, corpus"
屉,tì,ti,T,drawer; tier; tray,屉子 (tì zi); 抽屉 (chōu tì); 笼屉 (lóng tì),General Reference,Top 3500+,General 3500,3174.0,16514.0,8.699258744559263,99.3509818820792,888.0,1451.0,True,True,True,"3500, 7000, corpus"
绢,juàn,juan,J,"thin, tough silk fabric",手绢 (shǒu juàn),General Reference,Top 3500+,General 3500,3176.0,16444.0,8.662384085959337,99.35271504371147,2421.0,4399.0,True,True,True,"3500, 7000, corpus"
祟,suì,sui,S,evil spirit,作祟 (zuò suì); 邪祟 (xié suì); 除祟 (chú suì),General Reference,Top 3500+,General 3500,3186.0,16287.0,8.57967949452808,99.36133454783732,2227.0,4038.0,True,True,True,"3500, 7000, corpus"
蛙,wā,wa,W,frog; CL:隻|只[zhi1],台蛙 (tái wā); 树蛙 (shù wā); 牛蛙 (niú wā),General Reference,Top 3500+,General 3500,3188.0,16283.0,8.577572371179514,99.36305006231154,2778.0,5204.0,True,True,True,"3500, 7000, corpus"
苇,wěi,wei,W,reed; rush; Phragmites communis,芦苇 (lú wěi); 苇席 (wěi xí); 苇箔 (wěi bó),General Reference,Top 3500+,General 3500,3189.0,16237.0,8.55334045267099,99.36390539635681,2638.0,4844.0,True,True,True,"3500, 7000, corpus"
茉,mò,mo,M,used in 茉莉[mo4 li4],茉莉 (mò lì); 茉莉花 (mò lì huā); 茉莉花茶 (mò lì huā chá),General Reference,Top 3500+,General 3500,3191.0,16199.0,8.533322780859603,99.3656126403719,2656.0,4884.0,True,True,True,"3500, 7000, corpus"
粪,fèn,fen,F,manure; dung,倒粪 (dào fèn); 喷粪 (pēn fèn); 大粪 (dà fèn),General Reference,Top 3500+,General 3500,3195.0,16072.0,8.466421614542599,99.36900953392212,2360.0,4294.0,True,True,True,"3500, 7000, corpus"
菌,jūn,jun,J,germ; bacteria; fungus; mold; Taiwan pr. [jun4],伞菌 (sǎn jūn); 块菌 (kuài jūn); 弧菌 (hú jūn),General Reference,Top 3500+,General 3500,3197.0,16008.0,8.432707640965525,99.37069618080648,2690.0,4980.0,True,True,True,"3500, 7000, corpus"
蝙,biān,bian,B,used in 蝙蝠[bian1 fu2],蝙蝠 (biān fú); 蝙蝠侠 (biān fú xiá),General Reference,Top 3500+,General 3500,3198.0,16004.0,8.430600517616957,99.37153924085824,2800.0,5256.0,True,True,True,"3500, 7000, corpus"
旱,hàn,han,H,drought,亢旱 (kàng hàn); 天旱 (tiān hàn); 干旱 (gān hàn),General Reference,Top 3500+,General 3500,3204.0,15826.0,8.336833528605721,99.3765633604144,1432.0,2357.0,True,True,True,"3500, 7000, corpus"
榴,liú,liu,L,pomegranate,柘榴 (zhè liú); 榴弹 (liú dàn); 榴莲 (liú lián),General Reference,Top 3500+,General 3500,3207.0,15726.0,8.284155444891544,99.37905387485624,1634.0,2711.0,True,True,True,"3500, 7000, corpus"
匣,xiá,xia,X,box,匣子 (xiá zi); 匣枪 (xiá qiāng); 墨匣 (mò xiá),General Reference,Top 3500+,General 3500,3210.0,15699.0,8.269932362288717,99.38153596080468,377.0,545.0,True,True,True,"3500, 7000, corpus"
棱,léng,leng,L,used in 刺棱[ci1 leng1]; used in 花不棱登[hua1 bu5 leng1 deng1]; used in 撲棱|扑棱[pu1 leng1],刺棱 (cì léng); 扑棱 (pū lēng); 棱台 (léng tái),General Reference,Top 3500+,General 3500,3214.0,15662.0,8.25044147131447,99.3848378230919,1610.0,2656.0,True,True,True,"3500, 7000, corpus"
钝,dùn,dun,D,blunt; stupid,愚钝 (yú dùn); 迟钝 (chí dùn); 钝器 (dùn qì),General Reference,Top 3500+,General 3500,3215.0,15645.0,8.241486197083061,99.38566197171161,3202.0,6134.0,True,True,True,"3500, 7000, corpus"
蟹,xiè,xie,X,crab,巨蟹 (jù xiè); 溪蟹 (xī xiè); 蛤蟹 (há xiè),General Reference,Top 3500+,General 3500,3220.0,15529.0,8.180379619974616,99.38975927306288,2811.0,5299.0,True,True,True,"3500, 7000, corpus"
壤,rǎng,rang,R,(bound form) soil; earth; (literary) the earth (contrasted with heaven 天[tian1]),土壤 (tǔ rǎng); 壤土 (rǎng tǔ); 平壤 (píng rǎng),General Reference,Top 3500+,General 3500,3224.0,15483.0,8.156147701466093,99.3930248401504,696.0,1141.0,True,True,True,"3500, 7000, corpus"
竿,gān,gan,G,pole,标竿 (biāo gān); 桅竿 (wéi gān); 滑竿 (huá gān),General Reference,Top 3500+,General 3500,3230.0,15347.0,8.08450550761481,99.39789866913372,2305.0,4164.0,True,True,True,"3500, 7000, corpus"
癌,ái,ai,A,cancer; (esp.) carcinoma,乳癌 (rǔ ái); 壁癌 (bì ái); 患癌 (huàn ái),General Reference,Top 3500+,General 3500,3232.0,15319.0,8.069755644174842,99.3995137791804,2107.0,3776.0,True,True,True,"3500, 7000, corpus"
蚕,cán,can,C,silkworm,养蚕 (yǎng cán); 卧蚕 (wò cán); 家蚕 (jiā cán),General Reference,Top 3500+,General 3500,3234.0,15234.0,8.024979273017792,99.40112025002134,2766.0,5175.0,True,True,True,"3500, 7000, corpus"
牡,mǔ,mu,M,"(of a bird, animal or plant) male; key; hills",牝牡 (pìn mǔ); 牡丹 (mǔ dān); 牡牛 (mǔ niú),General Reference,Top 3500+,General 3500,3240.0,15032.0,7.918569543915153,99.40589820489228,1966.0,3413.0,True,True,True,"3500, 7000, corpus"
馒,mán,man,M,used in 饅頭|馒头[man2 tou5],馒头 (mán tou),General Reference,Top 3500+,General 3500,3249.0,14818.0,7.805838444766814,99.41296249395259,3416.0,6648.0,True,True,True,"3500, 7000, corpus"
矫,jiǎo,jiao,J,surname Jiao,矫健 (jiǎo jiàn); 矫形 (jiǎo xíng); 矫情 (jiǎo qíng),General Reference,Top 3500+,General 3500,3250.0,14800.0,7.7963563896982615,99.41374212959155,2174.0,3911.0,True,True,True,"3500, 7000, corpus"
橘,jú,ju,J,mandarin orange (Citrus reticulata); tangerine,枸橘 (gōu jú); 柑橘 (gān jú); 橘味 (jú wèi),General Reference,Top 3500+,General 3500,3252.0,14755.0,7.772651252026882,99.41529723930088,1643.0,2744.0,True,True,True,"3500, 7000, corpus"
氧,yǎng,yang,Y,oxygen (chemistry),充氧 (chōng yǎng); 厌氧 (yàn yǎng); 吸氧 (xī yǎng),General Reference,Top 3500+,General 3500,3253.0,14746.0,7.767910224492606,99.41607403032333,1699.0,2856.0,True,True,True,"3500, 7000, corpus"
贿,huì,hui,H,(bound form) bribery,受贿 (shòu huì); 涉贿 (shè huì); 索贿 (suǒ huì),General Reference,Top 3500+,General 3500,3254.0,14729.0,7.758954950261195,99.41684992581835,2989.0,5644.0,True,True,True,"3500, 7000, corpus"
肮,āng,ang,A,used in 骯髒|肮脏[ang1 zang1],肮脏 (āng zāng),General Reference,Top 3500+,General 3500,3255.0,14717.0,7.752633580215495,99.41762518917638,2526.0,4621.0,True,True,True,"3500, 7000, corpus"
璧,bì,bi,B,jade annulus,合璧 (hé bì); 完璧 (wán bì); 拱璧 (gǒng bì),General Reference,Top 3500+,General 3500,3257.0,14608.0,7.69521446896704,99.41916813024837,2036.0,3614.0,True,True,True,"3500, 7000, corpus"
铅,qiān,qian,Q,lead (chemistry),灌铅 (guàn qiān); 铅字 (qiān zì); 铅带 (qiān dài),General Reference,Top 3500+,General 3500,3263.0,14443.0,7.608295630838647,99.42376060558655,3218.0,6172.0,True,True,True,"3500, 7000, corpus"
褐,hè,he,H,brown; gray or dark color; coarse hemp cloth; Taiwan pr. [he2],裋褐 (shù hè); 褐煤 (hè méi); 褐色 (hè sè),General Reference,Top 3500+,General 3500,3267.0,14390.0,7.580376246470133,99.42679507392081,2851.0,5383.0,True,True,True,"3500, 7000, corpus"
彰,zhāng,zhang,Z,clear; conspicuous; manifest,彰彰 (zhāng zhāng); 彰明 (zhāng míng); 彰显 (zhāng xiǎn),General Reference,Top 3500+,General 3500,3270.0,14222.0,7.491877065830315,99.42905543781492,1029.0,1715.0,True,True,True,"3500, 7000, corpus"
蒜,suàn,suan,S,"garlic; CL:頭|头[tou2],瓣[ban4]",大蒜 (dà suàn); 拌蒜 (bàn suàn); 石蒜 (shí suàn),General Reference,Top 3500+,General 3500,3273.0,14174.0,7.46659158564751,99.43129936614689,2717.0,5050.0,True,True,True,"3500, 7000, corpus"
棕,zōng,zong,Z,palm; palm fiber; coir (coconut fiber); brown,棕垫 (zōng diàn); 棕树 (zōng shù); 棕榈 (zōng lǘ),General Reference,Top 3500+,General 3500,3274.0,14156.0,7.4571095305789585,99.43204507709994,1605.0,2647.0,True,True,True,"3500, 7000, corpus"
鹃,juān,juan,J,cuckoo,乌鹃 (wū juān); 噪鹃 (zào juān); 杜鹃 (dù juān),General Reference,Top 3500+,General 3500,3275.0,14136.0,7.446573913836123,99.43278973449132,3474.0,6883.0,True,True,True,"3500, 7000, corpus"
帜,zhì,zhi,Z,flag,徽帜 (huī zhì); 旗帜 (qí zhì); 标帜 (biāo zhì),General Reference,Top 3500+,General 3500,3276.0,14102.0,7.4286633653733025,99.43353260082786,954.0,1590.0,True,True,True,"3500, 7000, corpus"
穗,suì,sui,S,abbr. for Guangzhou 廣州|广州[Guang3 zhou1],吐穗 (tǔ suì); 孕穗 (yùn suì); 接穗 (jiē suì),General Reference,Top 3500+,General 3500,3281.0,13995.0,7.372297815799133,99.43722817911275,2274.0,4114.0,True,True,True,"3500, 7000, corpus"
咨,zī,zi,Z,used in 咨文[zi1 wen2]; used in 咨嗟[zi1 jie1],咨商 (zī shāng); 咨嗟 (zī jiē); 咨客 (zī kè),General Reference,Top 3500+,General 3500,3286.0,13954.0,7.35069980147632,99.44090758522594,527.0,748.0,True,True,True,"3500, 7000, corpus"
奄,yǎn,yan,Y,surname Yan,奄列 (yǎn liè); 奄奄一息 (yǎn yǎn yī xī); 气息奄奄 (qì xī yān yān),General Reference,Top 3500+,General 3500,3287.0,13947.0,7.347012335616328,99.44164228645951,725.0,1179.0,True,True,True,"3500, 7000, corpus"
阀,fá,fa,F,"powerful individual, family or group; clique; (loanword) valve",军阀 (jūn fá); 底阀 (dǐ fá); 汽阀 (qì fá),General Reference,Top 3500+,General 3500,3290.0,13821.0,7.280637950136464,99.44383348402968,3278.0,6358.0,True,True,True,"3500, 7000, corpus"
峭,qiào,qiao,Q,high and steep; precipitous; severe or stern,劲峭 (jìn qiào); 峭壁 (qiào bì); 峻峭 (jùn qiào),General Reference,Top 3500+,General 3500,3304.0,13505.0,7.114175205599663,99.45390806218386,915.0,1511.0,True,True,True,"3500, 7000, corpus"
缅,miǎn,mian,M,Myanmar (formerly Burma) (abbr. for 緬甸|缅甸[Mian3 dian4]),缅元 (miǎn yuán); 缅因 (miǎn yīn); 缅怀 (miǎn huái),General Reference,Top 3500+,General 3500,3305.0,13481.0,7.10153246550826,99.4546182154304,2437.0,4432.0,True,True,True,"3500, 7000, corpus"
灶,zào,zao,Z,kitchen stove; kitchen; mess; canteen,中灶 (zhōng zào); 倒灶 (dǎo zào); 土灶 (tǔ zào),General Reference,Top 3500+,General 3500,3306.0,13458.0,7.089416506254,99.45532715708103,1896.0,3272.0,True,True,True,"3500, 7000, corpus"
缎,duàn,duan,D,satin,绸缎 (chóu duàn); 缎子 (duàn zi); 缎布 (duàn bù),General Reference,Top 3500+,General 3500,3312.0,13277.0,6.994069174731339,99.45954414303853,2439.0,4438.0,True,True,True,"3500, 7000, corpus"
铛,dāng,dang,D,frying pan; griddle,铃铛 (líng dāng); 铛铛 (dāng dāng); 锒铛 (láng dāng),General Reference,Top 3500+,General 3500,3317.0,13183.0,6.944551776040012,99.46302426796103,3221.0,6189.0,True,True,True,"3500, 7000, corpus"
枣,zǎo,zao,Z,(bound form) jujube; Chinese date (Zizyphus jujuba),南枣 (nán zǎo); 枣子 (zǎo zi); 枣树 (zǎo shù),General Reference,Top 3500+,General 3500,3318.0,13173.0,6.939283967668594,99.4637181963578,1537.0,2522.0,True,True,True,"3500, 7000, corpus"
桦,huà,hua,H,(botany) birch (genus Betula),桦木 (huà mù); 桦树 (huà shù); 桦木科 (huà mù kē),General Reference,Top 3500+,General 3500,3319.0,13149.0,6.926641227577192,99.46441086048056,1584.0,2614.0,True,True,True,"3500, 7000, corpus"
橱,chú,chu,C,wardrobe; closet; cabinet,书橱 (shū chú); 壁橱 (bì chú); 橱子 (chú zi),General Reference,Top 3500+,General 3500,3321.0,13139.0,6.921373419205774,99.46579529319864,1646.0,2750.0,True,True,True,"3500, 7000, corpus"
