character,pinyin,definition_en,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
民,mín,surname Min,HSK3 Expansion,397.0,902697.0,475.52348134536834,72.83007758017276,1694.0,2842.0,True,True,True,"3500, 7000, corpus"
帮,bāng,"to help; to assist; to support; for sb (i.e. as a help); hired (as worker); side (of pail, boat etc); outer layer; upper (of a shoe); group; gang; clique; party; secret society",HSK3 Expansion,398.0,901633.0,474.9629865346495,72.87757387882623,958.0,1596.0,True,True,True,"3500, 7000, corpus"
切,qiè,to cut; to slice; to carve; (math) tangential,HSK3 Expansion,399.0,900592.0,474.4146076831849,72.92501533959454,303.0,434.0,True,True,True,"3500, 7000, corpus"
即,jí,namely; that is; i.e.; prompt; at once; at present; even if; prompted (by the occasion); to approach; to come into contact; to assume (office); to draw near,HSK3 Expansion,400.0,900101.0,474.1559582921483,72.97243093542376,408.0,585.0,True,True,True,"3500, 7000, corpus"
忙,máng,busy; hurriedly; to hurry; to rush,HSK3 Expansion,401.0,899024.0,473.5886153305466,73.01978979695681,1058.0,1761.0,True,True,True,"3500, 7000, corpus"
交,jiāo,to hand over; to deliver; to pay (money); to turn over; to make friends; (of lines) to intersect,HSK3 Expansion,402.0,898418.0,473.2693861432387,73.06711673557113,77.0,88.0,True,True,True,"3500, 7000, corpus"
或,huò,maybe; perhaps; might; possibly; or,HSK3 Expansion,403.0,896787.0,472.41020659786045,73.11435775623092,1165.0,1962.0,True,True,True,"3500, 7000, corpus"
暗,àn,dark; to turn dark; secret; hidden; (literary) confused; ignorant,HSK3 Expansion,404.0,891081.0,469.4043951411295,73.16129819574503,1475.0,2425.0,True,True,True,"3500, 7000, corpus"
夫,fū,husband; man; manual worker; conscripted laborer (old),HSK3 Expansion,405.0,890506.0,469.101496159773,73.20820834536102,715.0,1165.0,True,True,True,"3500, 7000, corpus"
员,yuán,(bound form) person engaged in a certain field of activity; (bound form) member; classifier for military generals,HSK3 Expansion,406.0,887168.0,467.34310172539375,73.25494265553355,508.0,709.0,True,True,True,"3500, 7000, corpus"
根,gēn,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; CL:條|条[tiao2]; radical (chemistry)",HSK3 Expansion,407.0,886057.0,466.75784821532926,73.30161844035509,1571.0,2588.0,True,True,True,"3500, 7000, corpus"
石,shí,"surname Shi; abbr. for Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1], the capital of Hebei",HSK3 Expansion,408.0,885579.0,466.5060469751754,73.3482690450526,2177.0,3915.0,True,True,True,"3500, 7000, corpus"
哈,hā,"abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan; abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin",HSK3 Expansion,409.0,879528.0,463.31849612963055,73.39460089466557,538.0,768.0,True,True,True,"3500, 7000, corpus"
夜,yè,night,HSK3 Expansion,410.0,877661.0,462.3349963066869,73.44083439429625,710.0,1158.0,True,True,True,"3500, 7000, corpus"
父,fù,(bound form) father; (bound form) male relative of father's generation (as in 伯父[bo2 fu4]); (computing) (bound form) parent-,HSK3 Expansion,411.0,875667.0,461.2845953174262,73.48696285382799,1955.0,3393.0,True,True,True,"3500, 7000, corpus"
制,zhì,system; to control; to regulate,HSK3 Expansion,412.0,870792.0,458.71653873636,73.53283450770162,320.0,457.0,True,True,True,"3500, 7000, corpus"
友,yǒu,friend,HSK3 Expansion,413.0,869919.0,458.25665906553525,73.57866017360817,434.0,620.0,True,True,True,"3500, 7000, corpus"
阿,ā,"prefix used before monosyllabic names, kinship terms etc to indicate familiarity; used in transliteration; (bound form) Afghanistan (abbr. for 阿富汗[A1 fu4 han4]); (bound form) Albania (abbr. for 阿爾巴尼亞|阿尔巴尼亚[A1 er3 ba1 ni2 ya4]); (bound form) Algeria (abbr. for 阿爾及利亞|阿尔及利亚[A1 er3 ji2 li4 ya4]); (bound form) Argentina (abbr. for 阿根廷[A1 gen1 ting2]); also pr. [a4]",HSK3 Expansion,414.0,867275.0,456.8638505321324,73.62434655866139,3292.0,6399.0,True,True,True,"3500, 7000, corpus"
息,xī,breath; news; interest (on an investment or loan); to cease; to stop; to rest; Taiwan pr. [xi2],HSK3 Expansion,415.0,864425.0,455.36252514627836,73.66988281117601,1094.0,1832.0,True,True,True,"3500, 7000, corpus"
冲,chōng,(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with,HSK3 Expansion,416.0,862983.0,454.60290717911994,73.71534310189392,269.0,395.0,True,True,True,"3500, 7000, corpus"
酒,jiǔ,"wine (esp. rice wine); liquor; spirits; alcoholic beverage; CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]",HSK3 Expansion,417.0,862253.0,454.21835716800643,73.76076493761072,3174.0,6045.0,True,True,True,"3500, 7000, corpus"
保,bǎo,Bulgaria (abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4]),HSK3 Expansion,418.0,859752.0,452.90087829431485,73.80605502544014,179.0,248.0,True,True,True,"3500, 7000, corpus"
片,piàn,disk; sheet,HSK3 Expansion,419.0,859001.0,452.5052658856214,73.8513055520287,1960.0,3402.0,True,True,True,"3500, 7000, corpus"
形,xíng,to appear; to look; form; shape,HSK3 Expansion,420.0,858843.0,452.42203451335297,73.89654775548004,1023.0,1707.0,True,True,True,"3500, 7000, corpus"
阵,zhèn,disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration,HSK3 Expansion,421.0,857774.0,451.8589057984484,73.94173364605989,3289.0,6394.0,True,True,True,"3500, 7000, corpus"
南,nán,surname Nan,HSK3 Expansion,422.0,856521.0,451.19884940950976,73.98685353100083,396.0,568.0,True,True,True,"3500, 7000, corpus"
决,jué,to decide; to determine; to execute (sb); (of a dam etc) to breach or burst; definitely; certainly,HSK3 Expansion,423.0,856467.0,451.17040324430405,74.03197057132526,270.0,396.0,True,True,True,"3500, 7000, corpus"
请,qǐng,to ask; to invite; please (do sth); to treat (to a meal etc); to request,HSK3 Expansion,424.0,856375.0,451.1219394072871,74.07708276526598,2922.0,5526.0,True,True,True,"3500, 7000, corpus"
各,gè,each; every,HSK3 Expansion,425.0,856128.0,450.99182454051305,74.12218194772004,467.0,658.0,True,True,True,"3500, 7000, corpus"
报,bào,to report; to inform; to announce; to respond; to reply; to sign up for; to register for (abbr. for 報名|报名[bao4 ming2]); to reward; to recompense; to take revenge; to retaliate; newspaper; periodical; journal; bulletin; telegram,HSK3 Expansion,426.0,856017.0,450.93335186759026,74.1672752829068,1216.0,2035.0,True,True,True,"3500, 7000, corpus"
兴,xīng,surname Xing,HSK3 Expansion,427.0,854813.0,450.2991077396716,74.21230519368076,245.0,365.0,True,True,True,"3500, 7000, corpus"
阳,yáng,"positive (electric.); sun; male principle (Taoism); Yang, opposite: 陰|阴[yin1]",HSK3 Expansion,428.0,850226.0,447.8827640397023,74.25709347008473,3287.0,6392.0,True,True,True,"3500, 7000, corpus"
急,jí,urgent; pressing; rapid; hurried; worried; to make (sb) anxious,HSK3 Expansion,429.0,849907.0,447.7147209526541,74.30186494217999,1076.0,1799.0,True,True,True,"3500, 7000, corpus"
语,yǔ,dialect; language; speech,HSK3 Expansion,430.0,843913.0,444.55719661482624,74.34632066184147,2916.0,5517.0,True,True,True,"3500, 7000, corpus"
令,lìng,used in 脊令[ji2 ling2]; used in 令狐[Ling2 hu2] (Taiwan pr. [ling4]),HSK3 Expansion,431.0,842791.0,443.96614851555324,74.39071727669302,106.0,130.0,True,True,True,"3500, 7000, corpus"
错,cuò,surname Cuo,HSK3 Expansion,432.0,839927.0,442.45744819797915,74.43496302151283,3241.0,6249.0,True,True,True,"3500, 7000, corpus"
及,jí,and; to reach; up to; in time for,HSK3 Expansion,433.0,839825.0,442.4037165525907,74.47920339316809,433.0,619.0,True,True,True,"3500, 7000, corpus"
刘,liú,surname Liu,HSK3 Expansion,434.0,835052.0,439.889391616913,74.52319233232978,308.0,443.0,True,True,True,"3500, 7000, corpus"
极,jí,"extremely; pole (geography, physics); utmost; top",HSK3 Expansion,435.0,832554.0,438.5734930857329,74.56704968163835,1527.0,2508.0,True,True,True,"3500, 7000, corpus"
识,shí,to know; knowledge; Taiwan pr. [shi4],HSK3 Expansion,436.0,826907.0,435.5987616983933,74.61060955780819,2899.0,5480.0,True,True,True,"3500, 7000, corpus"
备,bèi,(bound form) to prepare; to equip; (literary) fully; completely,HSK3 Expansion,437.0,823555.0,433.832992332294,74.65399285704142,704.0,1150.0,True,True,True,"3500, 7000, corpus"
慢,màn,slow,HSK3 Expansion,438.0,820995.0,432.48443338921106,74.69724130038034,1145.0,1923.0,True,True,True,"3500, 7000, corpus"
雪,xuě,surname Xue,HSK3 Expansion,439.0,820388.0,432.164677421066,74.74045776812245,3332.0,6464.0,True,True,True,"3500, 7000, corpus"
苦,kǔ,bitter; hardship; pain; to suffer; to bring suffering to; painstakingly,HSK3 Expansion,440.0,810172.0,426.78308438882567,74.78313607656133,2647.0,4868.0,True,True,True,"3500, 7000, corpus"
若,ruò,used in 般若[bo1 re3]; used in 蘭若|兰若[lan2 re3],HSK3 Expansion,441.0,809209.0,426.27579444265814,74.8257636560056,2646.0,4867.0,True,True,True,"3500, 7000, corpus"
领,lǐng,"neck; collar; to lead; to receive; classifier for clothes, mats, screens etc",HSK3 Expansion,442.0,808920.0,426.1235547807242,74.86837601148368,3380.0,6558.0,True,True,True,"3500, 7000, corpus"
收,shōu,to receive; to accept; to collect; to put away; to restrain; to stop; in care of (used on address line after name),HSK3 Expansion,443.0,807363.0,425.3033570172944,74.9109063471854,1381.0,2282.0,True,True,True,"3500, 7000, corpus"
底,dǐ,(equivalent to 的 as possessive particle),HSK3 Expansion,444.0,806359.0,424.7744690568041,74.95338379409108,983.0,1635.0,True,True,True,"3500, 7000, corpus"
尽,jǐn,to the greatest extent; (when used before a noun of location) furthest or extreme; to be within the limits of; to give priority to,HSK3 Expansion,445.0,805564.0,424.3556782912764,74.99581936192021,880.0,1442.0,True,True,True,"3500, 7000, corpus"
准,zhǔn,to allow; to grant; in accordance with; in the light of,HSK3 Expansion,446.0,805527.0,424.33618740030215,75.03825298066025,277.0,405.0,True,True,True,"3500, 7000, corpus"
华,huá,abbr. for China,HSK3 Expansion,447.0,800451.0,421.6622478709705,75.08041920544734,389.0,561.0,True,True,True,"3500, 7000, corpus"
答,dá,"bound form having the same meaning as the free word 答[da2], used in 答應|答应[da1 ying5], 答理[da1 li5] etc",HSK3 Expansion,448.0,796906.0,419.7948098033029,75.12239868642767,2323.0,4202.0,True,True,True,"3500, 7000, corpus"
众,zhòng,"abbr. for 眾議院|众议院[Zhong4 yi4 yuan4], House of Representatives",HSK3 Expansion,449.0,796661.0,419.66574849820313,75.1643652612775,123.0,154.0,True,True,True,"3500, 7000, corpus"
千,qiān,thousand,HSK3 Expansion,450.0,794964.0,418.77180141757356,75.20624244141925,385.0,555.0,True,True,True,"3500, 7000, corpus"
消,xiāo,to diminish; to subside; to consume; to reduce; to idle away (the time); (after 不[bu4] or 只[zhi3] or 何[he2] etc) to need; to require; to take,HSK3 Expansion,451.0,792838.0,417.65186535781015,75.24800762795503,1792.0,3042.0,True,True,True,"3500, 7000, corpus"
视,shì,"(literary, or bound form) to look at",HSK3 Expansion,452.0,787375.0,414.7740616445046,75.28948503411948,2863.0,5411.0,True,True,True,"3500, 7000, corpus"
罗,luó,surname Luo,HSK3 Expansion,453.0,783224.0,412.58739438952915,75.33074377355844,2459.0,4486.0,True,True,True,"3500, 7000, corpus"
敢,gǎn,to dare; daring; (polite) may I venture,HSK3 Expansion,454.0,782369.0,412.1369967737729,75.37195747323581,1394.0,2300.0,True,True,True,"3500, 7000, corpus"
留,liú,to leave (a message etc); to retain; to stay; to remain; to keep; to preserve,HSK3 Expansion,455.0,778671.0,410.1889612380226,75.41297636935961,2065.0,3669.0,True,True,True,"3500, 7000, corpus"
克,kè,"abbr. for 克羅地亞|克罗地亚[Ke4 luo2 di4 ya4], Croatia; (Tw) abbr. for 克羅埃西亞|克罗埃西亚[Ke4 luo2 ai1 xi1 ya4], Croatia",HSK3 Expansion,456.0,777926.0,409.796509514352,75.45395602031105,230.0,347.0,True,True,True,"3500, 7000, corpus"
乐,lè,surname Le,HSK3 Expansion,457.0,777260.0,409.44567347681556,75.49490058765873,46.0,50.0,True,True,True,"3500, 7000, corpus"
够,gòu,enough (sufficient); enough (too much); (coll.) (before adj.) really; (coll.) to reach by stretching out,HSK3 Expansion,458.0,768470.0,404.8152699183394,75.53538211465057,711.0,1159.0,True,True,True,"3500, 7000, corpus"
跑,pǎo,(of an animal) to paw (the ground),HSK3 Expansion,459.0,767297.0,404.1973559963721,75.57580185025022,3029.0,5715.0,True,True,True,"3500, 7000, corpus"
显,xiǎn,to make visible; to reveal; prominent; conspicuous; (prefix) phanero-,HSK3 Expansion,460.0,763327.0,402.1060360729192,75.61601245385751,1453.0,2390.0,True,True,True,"3500, 7000, corpus"
嘴,zuǐ,"mouth; beak; nozzle; spout (of teapot etc); CL:張|张[zhang1],個|个[ge4]",HSK3 Expansion,461.0,762052.0,401.4343905055635,75.65615589290806,601.0,930.0,True,True,True,"3500, 7000, corpus"
官,guān,surname Guan,HSK3 Expansion,462.0,760400.0,400.5641485626053,75.69621230776433,820.0,1366.0,True,True,True,"3500, 7000, corpus"
断,duàn,to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly,HSK3 Expansion,463.0,759788.0,400.24175869027454,75.73623648363335,1413.0,2327.0,True,True,True,"3500, 7000, corpus"
未,wèi,"not yet; did not; have not; not; 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep; ancient Chinese compass point: 210°",HSK3 Expansion,464.0,758953.0,399.8018966912611,75.77621667330247,1496.0,2465.0,True,True,True,"3500, 7000, corpus"
势,shì,power; influence; potential; momentum; tendency; trend; situation; conditions; outward appearance; sign; gesture; male genitals,HSK3 Expansion,465.0,756507.0,398.51339076361234,75.81606801237884,356.0,513.0,True,True,True,"3500, 7000, corpus"
句,jù,sentence; clause; phrase; classifier for phrases or lines of verse,HSK3 Expansion,466.0,754300.0,397.3507854560404,75.85580309092444,447.0,634.0,True,True,True,"3500, 7000, corpus"
求,qiú,to seek; to look for; to request; to demand; to beseech,HSK3 Expansion,467.0,749849.0,395.0060839499224,75.89530369931943,1706.0,2869.0,True,True,True,"3500, 7000, corpus"
计,jì,surname Ji,HSK3 Expansion,468.0,747431.0,393.7323278857136,75.934676932108,2875.0,5446.0,True,True,True,"3500, 7000, corpus"
论,lùn,"abbr. for 論語|论语[Lun2 yu3], The Analects (of Confucius)",HSK3 Expansion,469.0,744148.0,392.00290639737716,75.97387722274775,2890.0,5469.0,True,True,True,"3500, 7000, corpus"
达,dá,surname Da,HSK3 Expansion,470.0,741782.0,390.7565429366997,76.01295287704141,3096.0,5868.0,True,True,True,"3500, 7000, corpus"
则,zé,(literary) (conjunction used to express contrast with a previous clause) but; then; (bound form) standard; norm; (bound form) principle; (literary) to imitate; to follow; classifier for written items,HSK3 Expansion,471.0,740891.0,390.2871812108064,76.05198159516249,309.0,444.0,True,True,True,"3500, 7000, corpus"
害,hài,to do harm to; to cause trouble to; harm; evil; calamity,HSK3 Expansion,472.0,740250.0,389.9495146941985,76.09097654663191,836.0,1384.0,True,True,True,"3500, 7000, corpus"
八,bā,eight,HSK3 Expansion,473.0,740031.0,389.8341496908644,76.12995996160099,239.0,358.0,True,True,True,"3500, 7000, corpus"
单,dān,surname Shan,HSK3 Expansion,474.0,738919.0,389.24836939996277,76.16888479854099,394.0,566.0,True,True,True,"3500, 7000, corpus"
久,jiǔ,(of a period of time) long,HSK3 Expansion,475.0,737479.0,388.4898049944786,76.20773377904044,38.0,42.0,True,True,True,"3500, 7000, corpus"
脚,jiǎo,"foot; leg (of an animal or an object); base (of an object); CL:雙|双[shuang1],隻|只[zhi1]; classifier for kicks",HSK3 Expansion,476.0,735170.0,387.2734680415183,76.24646112584459,2560.0,4684.0,True,True,True,"3500, 7000, corpus"
德,dé,Germany; German; abbr. for 德國|德国[De2 guo2],HSK3 Expansion,477.0,733775.0,386.5386087737055,76.28511498672196,1049.0,1745.0,True,True,True,"3500, 7000, corpus"
元,yuán,surname Yuan; Yuan dynasty (1279–1368),HSK3 Expansion,478.0,732265.0,385.74316970962144,76.32368930369293,224.0,341.0,True,True,True,"3500, 7000, corpus"
脑,nǎo,brain; mind; head; essence,HSK3 Expansion,479.0,728559.0,383.790919927174,76.36206839568565,2557.0,4678.0,True,True,True,"3500, 7000, corpus"
楚,chǔ,surname Chu; abbr. for Hubei 湖北省[Hu2 bei3 Sheng3] and Hunan 湖南省[Hu2 nan2 Sheng3] provinces together; Chinese kingdom during the Spring and Autumn and Warring States Periods (722–221 BC),HSK3 Expansion,480.0,728204.0,383.6039127299887,76.40042878695866,1621.0,2681.0,True,True,True,"3500, 7000, corpus"
雨,yǔ,"rain; CL:陣|阵[zhen4],場|场[chang2]",HSK3 Expansion,481.0,725801.0,382.338058378337,76.43866259279649,3331.0,6462.0,True,True,True,"3500, 7000, corpus"
睛,jīng,eye; eyeball,HSK3 Expansion,482.0,724850.0,381.8370898022152,76.47684630177672,2154.0,3866.0,True,True,True,"3500, 7000, corpus"
响,xiǎng,echo; sound; noise; to make a sound; to sound; to ring; loud; classifier for noises,HSK3 Expansion,483.0,724098.0,381.44095061268456,76.51499039683799,539.0,771.0,True,True,True,"3500, 7000, corpus"
刀,dāo,surname Dao,HSK3 Expansion,484.0,723425.0,381.08642710928814,76.55309903954891,299.0,430.0,True,True,True,"3500, 7000, corpus"
确,què,authenticated; solid; firm; real; true,HSK3 Expansion,485.0,722242.0,380.4632453789494,76.59114536408681,2197.0,3969.0,True,True,True,"3500, 7000, corpus"
玉,yù,jade,HSK3 Expansion,486.0,721753.0,380.2056495495871,76.62916592904178,2008.0,3514.0,True,True,True,"3500, 7000, corpus"
沉,chén,to submerge; to immerse; to sink; to keep down; to lower; to drop; deep; profound; heavy,HSK3 Expansion,487.0,718489.0,378.48623689715635,76.66701455273149,1722.0,2905.0,True,True,True,"3500, 7000, corpus"
北,běi,north; (classical) to be defeated,HSK3 Expansion,488.0,718033.0,378.2460248354197,76.70483915521503,374.0,539.0,True,True,True,"3500, 7000, corpus"
格,gé,used in 格登[ge1 deng1]; used in 格格[ge1 ge1],HSK3 Expansion,489.0,715810.0,377.07499103445355,76.74254665431847,1572.0,2589.0,True,True,True,"3500, 7000, corpus"
停,tíng,to stop; to halt; to park (a car),HSK3 Expansion,490.0,715545.0,376.935394112611,76.78024019372974,203.0,299.0,True,True,True,"3500, 7000, corpus"
陈,chén,"surname Chen; Chen (c. 1045 – 479 BC), a Zhou dynasty state; Chen (557–589), one of the Southern Dynasties 南朝[Nan2 Chao2]",HSK3 Expansion,491.0,714404.0,376.33433717743225,76.81787362744748,3296.0,6406.0,True,True,True,"3500, 7000, corpus"
市,shì,market; city; municipality (administrative unit); (literary) to trade; to buy and sell goods,HSK3 Expansion,492.0,712352.0,375.2533828996173,76.85539896573745,943.0,1574.0,True,True,True,"3500, 7000, corpus"
朝,cháo,abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea,HSK3 Expansion,493.0,709793.0,373.9053507373715,76.89278950081119,1492.0,2461.0,True,True,True,"3500, 7000, corpus"
喝,hē,to drink,HSK3 Expansion,494.0,707608.0,372.7543346082167,76.93006493427201,584.0,868.0,True,True,True,"3500, 7000, corpus"
族,zú,"race; nationality; ethnicity; clan; by extension, social group (e.g. office workers 上班族)",HSK3 Expansion,495.0,707445.0,372.66846933176265,76.96733178120519,1421.0,2341.0,True,True,True,"3500, 7000, corpus"
江,jiāng,surname Jiang; (bound form) Yangtze River; (bound form) Jiangsu Province (abbr. for 江蘇|江苏[Jiang1 su1]),HSK3 Expansion,496.0,705253.0,371.51376573674787,77.00448315777886,1712.0,2883.0,True,True,True,"3500, 7000, corpus"
团,tuán,"round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)",HSK3 Expansion,497.0,701923.0,369.7595855490657,77.04145911633377,617.0,974.0,True,True,True,"3500, 7000, corpus"
母,mǔ,mother; elderly female relative; origin; source; (of animals) female,HSK3 Expansion,498.0,701521.0,369.5478196525347,77.07841389829902,1683.0,2817.0,True,True,True,"3500, 7000, corpus"
章,zhāng,surname Zhang,HSK3 Expansion,499.0,697369.0,367.3606256167221,77.11514996086069,2299.0,4155.0,True,True,True,"3500, 7000, corpus"
装,zhuāng,adornment; to adorn; dress; clothing; costume (of an actor in a play); to play a role; to pretend; to install; to fix; to wrap (sth in a bag); to load; to pack,HSK3 Expansion,500.0,695241.0,366.2396359952844,77.15177392446022,2842.0,5357.0,True,True,True,"3500, 7000, corpus"
亮,liàng,bright; light; to shine; to flash; loud and clear; to show (one's passport etc); to make public (one's views etc),HSK3 Expansion,501.0,693524.0,365.335153297912,77.18830743979001,85.0,97.0,True,True,True,"3500, 7000, corpus"
客,kè,customer; visitor; guest; classifier for servings or portions (when ordering food),HSK3 Expansion,502.0,692916.0,365.01487054892976,77.2248089268449,829.0,1375.0,True,True,True,"3500, 7000, corpus"
照,zhào,to shine; to illuminate,HSK3 Expansion,503.0,692673.0,364.88686280550434,77.26129761312545,1937.0,3352.0,True,True,True,"3500, 7000, corpus"
乱,luàn,in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary,HSK3 Expansion,504.0,692152.0,364.61240998935347,77.29775885412438,60.0,66.0,True,True,True,"3500, 7000, corpus"
易,yì,surname Yi; I Ching; Book of Changes (abbr. for 易經|易经[Yi4 jing1]),HSK3 Expansion,505.0,690500.0,363.74216804639525,77.33413307092903,1441.0,2372.0,True,True,True,"3500, 7000, corpus"
足,zú,excessive,HSK3 Expansion,506.0,680607.0,358.53072522455165,77.36998614345148,3023.0,5699.0,True,True,True,"3500, 7000, corpus"
依,yī,to depend on; to comply with or listen to sb; according to; in the light of,HSK3 Expansion,507.0,679811.0,358.1114076781868,77.4057972842193,161.0,222.0,True,True,True,"3500, 7000, corpus"
黄,huáng,surname Huang or Hwang,HSK3 Expansion,508.0,678776.0,357.5661895117451,77.44155390317047,3486.0,6937.0,True,True,True,"3500, 7000, corpus"
修,xiū,surname Xiu,HSK3 Expansion,509.0,678749.0,357.5519664291422,77.47730909981338,183.0,258.0,True,True,True,"3500, 7000, corpus"
破,pò,"broken; damaged; worn out; lousy; rotten; to break, split or cleave; to get rid of; to destroy; to break with; to defeat; to capture (a city etc); to expose the truth of",HSK3 Expansion,510.0,677496.0,356.8919100402036,77.51299829081741,2188.0,3944.0,True,True,True,"3500, 7000, corpus"
台,tái,Taiwan (abbr.); surname Tai,HSK3 Expansion,511.0,676961.0,356.6100822923328,77.54865929904663,456.0,644.0,True,True,True,"3500, 7000, corpus"
球,qiú,ball; sphere; globe; CL:個|个[ge4]; ball game; match; CL:場|场[chang3],HSK3 Expansion,512.0,673782.0,354.93544601105907,77.58415284364774,2023.0,3558.0,True,True,True,"3500, 7000, corpus"
呀,ya,ah (used to express surprise); (onom.) creaking,HSK3 Expansion,513.0,673765.0,354.92649073682765,77.61964549272143,502.0,697.0,True,True,True,"3500, 7000, corpus"
院,yuàn,courtyard; institution; CL:個|个[ge4],HSK3 Expansion,514.0,672894.0,354.46766462767715,77.6550922591842,3303.0,6417.0,True,True,True,"3500, 7000, corpus"
送,sòng,to send; to deliver; to transmit; to give (as a present); to see (sb) off; to accompany; to go along with,HSK3 Expansion,515.0,668592.0,352.20145346629323,77.69031240453083,3120.0,5904.0,True,True,True,"3500, 7000, corpus"
包,bāo,surname Bao,HSK3 Expansion,516.0,667583.0,351.6699316016172,77.72547939769099,369.0,531.0,True,True,True,"3500, 7000, corpus"
义,yì,surname Yi; (Tw) Italy (abbr. for 義大利|义大利[Yi4 da4 li4]),HSK3 Expansion,517.0,667264.0,351.5018885145689,77.76062958654245,40.0,44.0,True,True,True,"3500, 7000, corpus"
诉,sù,to complain; to sue; to tell,HSK3 Expansion,518.0,667093.0,351.41180899141773,77.7957707674416,2901.0,5482.0,True,True,True,"3500, 7000, corpus"
攻,gōng,to attack; to accuse; to study; (LGBT) top,HSK3 Expansion,519.0,665395.0,350.517335129951,77.8308225009546,1383.0,2285.0,True,True,True,"3500, 7000, corpus"
丝,sī,"silk; thread-like thing; (cuisine) shreds or julienne strips; classifier: a trace (of smoke etc), a tiny bit etc",HSK3 Expansion,520.0,661300.0,348.36016760185544,77.86565851771478,21.0,22.0,True,True,True,"3500, 7000, corpus"
围,wéi,surname Wei,HSK3 Expansion,521.0,659219.0,347.2639366797634,77.90038491138276,622.0,980.0,True,True,True,"3500, 7000, corpus"
玩,wán,to play; to have fun; to trifle with; toy; sth used for amusement; curio or antique (Taiwan pr. [wan4]); to keep sth for entertainment,HSK3 Expansion,522.0,658958.0,347.1264468812694,77.93509755607089,2012.0,3528.0,True,True,True,"3500, 7000, corpus"
待,dài,to stay; to remain,HSK3 Expansion,523.0,658854.0,347.07166167420667,77.96980472223831,1037.0,1726.0,True,True,True,"3500, 7000, corpus"
复,fù,to go and return; to return; to resume; to return to a normal or original state; to repeat; again; to recover; to restore; to turn over; to reply; to answer; to reply to a letter; to retaliate; to carry out,HSK3 Expansion,524.0,656644.0,345.90747602412335,78.00439546984072,705.0,1151.0,True,True,True,"3500, 7000, corpus"
况,kuàng,moreover; situation,HSK3 Expansion,525.0,655809.0,345.4676140251099,78.03894223124323,271.0,397.0,True,True,True,"3500, 7000, corpus"
楼,lóu,surname Lou,HSK3 Expansion,526.0,654626.0,344.84443229477125,78.0734266744727,1625.0,2693.0,True,True,True,"3500, 7000, corpus"
丽,lì,Korea,HSK3 Expansion,527.0,653445.0,344.2223041261068,78.10784890488532,35.0,38.0,True,True,True,"3500, 7000, corpus"
痛,tòng,ache; pain; sorrow; deeply; thoroughly,HSK3 Expansion,528.0,653298.0,344.14486734304694,78.14226339161962,2093.0,3729.0,True,True,True,"3500, 7000, corpus"
梦,mèng,dream (CL:場|场[chang2]); (bound form) to dream,HSK3 Expansion,529.0,650909.0,342.8863879231152,78.17655203041193,1593.0,2630.0,True,True,True,"3500, 7000, corpus"
呼,hū,to call; to cry; to shout; to breath out; to exhale,HSK3 Expansion,530.0,649070.0,341.9176379636115,78.21074379420828,516.0,725.0,True,True,True,"3500, 7000, corpus"
摇,yáo,surname Yao,HSK3 Expansion,531.0,647544.0,341.1137704061332,78.2448551712489,1350.0,2227.0,True,True,True,"3500, 7000, corpus"
期,qī,period; cycle,HSK3 Expansion,532.0,647443.0,341.06056554158187,78.27896122780305,1493.0,2462.0,True,True,True,"3500, 7000, corpus"
英,yīng,United Kingdom; British; England; English; abbr. for 英國|英国[Ying1 guo2],HSK3 Expansion,533.0,646331.0,340.4747852506802,78.31300870632812,2649.0,4871.0,True,True,True,"3500, 7000, corpus"
低,dī,low; beneath; to lower (one's head); to let droop; to hang down; to incline,HSK3 Expansion,534.0,646263.0,340.4389641537545,78.34705260274349,143.0,181.0,True,True,True,"3500, 7000, corpus"
帝,dì,emperor,HSK3 Expansion,535.0,643284.0,338.8696840399092,78.38093957114748,955.0,1591.0,True,True,True,"3500, 7000, corpus"
兄,xiōng,elder brother,HSK3 Expansion,536.0,642800.0,338.6147221147326,78.41480104335895,225.0,342.0,True,True,True,"3500, 7000, corpus"
背,bèi,"to carry on one's back; (fig.) to bear; to shoulder (a burden, blame etc)",HSK3 Expansion,537.0,642470.0,338.4408844384758,78.44864513180279,2537.0,4638.0,True,True,True,"3500, 7000, corpus"
