character,pinyin,pinyin_plain,pinyin_initial,definition_en,example_words,lookup_category,frequency_tier,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
侲,zhèn,zhen,Z,,,General Reference,Top 3500+,Corpus/General Extension,10397.0,7.0,0.003687465859992421,99.99941448309995,,,False,False,True,corpus
謢,lū,lu,L,,,General Reference,Top 3500+,Corpus/General Extension,10398.0,7.0,0.003687465859992421,99.99941485184654,,,False,False,True,corpus
鴙,zhì,zhi,Z,,,General Reference,Top 3500+,Corpus/General Extension,10399.0,7.0,0.003687465859992421,99.99941522059312,,,False,False,True,corpus
擲,zhì,zhi,Z,,,General Reference,Top 3500+,Corpus/General Extension,10400.0,7.0,0.003687465859992421,99.9994155893397,,,False,False,True,corpus
箒,zhǒu,zhou,Z,,,General Reference,Top 3500+,Corpus/General Extension,10401.0,7.0,0.003687465859992421,99.99941595808629,,,False,False,True,corpus
晝,zhòu,zhou,Z,,,General Reference,Top 3500+,Corpus/General Extension,10402.0,7.0,0.003687465859992421,99.99941632683287,,,False,False,True,corpus
椓,zhuó,zhuo,Z,beat,,Actions,Top 3500+,Corpus/General Extension,10403.0,7.0,0.003687465859992421,99.99941669557946,,,False,False,True,corpus
牸,zì,zi,Z,female of domestic animals,牸牛 (zì niú); 牸马 (zì mǎ),Actions,Top 3500+,Corpus/General Extension,10404.0,7.0,0.003687465859992421,99.99941706432604,,,False,False,True,corpus
綜,zōng,zong,Z,,,General Reference,Top 3500+,Corpus/General Extension,10405.0,7.0,0.003687465859992421,99.99941743307262,,,False,False,True,corpus
珇,zǔ,zu,Z,carving on jade,,General Reference,Top 3500+,Corpus/General Extension,10406.0,7.0,0.003687465859992421,99.9994178018192,,,False,False,True,corpus
晬,zuì,zui,Z,1st birthday of a child,周晬 (zhōu zuì),People & Pronouns,Top 3500+,Corpus/General Extension,10407.0,7.0,0.003687465859992421,99.99941817056579,,,False,False,True,corpus
啽,án,an,A,to speak (Cantonese),,Actions,Top 3500+,Corpus/General Extension,10408.0,6.0,0.003160685022850646,99.9994184866343,,,False,False,True,corpus
貋,àn,an,A,,,General Reference,Top 3500+,Corpus/General Extension,10409.0,6.0,0.003160685022850646,99.9994188027028,,,False,False,True,corpus
鷔,áo,ao,A,,,General Reference,Top 3500+,Corpus/General Extension,10410.0,6.0,0.003160685022850646,99.99941911877131,,,False,False,True,corpus
昄,bǎn,ban,B,great; expansive,,Actions,Top 3500+,Corpus/General Extension,10411.0,6.0,0.003160685022850646,99.99941943483982,,,False,False,True,corpus
棓,bàng,bang,B,,,General Reference,Top 3500+,Corpus/General Extension,10412.0,6.0,0.003160685022850646,99.99941975090833,,,False,False,True,corpus
骲,bào,bao,B,,,General Reference,Top 3500+,Corpus/General Extension,10413.0,6.0,0.003160685022850646,99.99942006697684,,,False,False,True,corpus
糒,bèi,bei,B,food for a journey; cakes,,General Reference,Top 3500+,Corpus/General Extension,10414.0,6.0,0.003160685022850646,99.99942038304535,,,False,False,True,corpus
禆,bì,bi,B,,,General Reference,Top 3500+,Corpus/General Extension,10415.0,6.0,0.003160685022850646,99.99942069911386,,,False,False,True,corpus
鷩,bì,bi,B,phasianus pictus,,General Reference,Top 3500+,Corpus/General Extension,10416.0,6.0,0.003160685022850646,99.99942101518236,,,False,False,True,corpus
灬,biāo,biao,B,"""fire"" radical in Chinese characters (Kangxi radical 86), occurring in 熙, 然, 熊 etc",,General Reference,Top 3500+,Corpus/General Extension,10417.0,6.0,0.003160685022850646,99.99942133125087,,,False,False,True,corpus
驃,biāo,biao,B,,,General Reference,Top 3500+,Corpus/General Extension,10418.0,6.0,0.003160685022850646,99.99942164731938,,,False,False,True,corpus
濱,bīn,bin,B,,,General Reference,Top 3500+,Corpus/General Extension,10419.0,6.0,0.003160685022850646,99.99942196338789,,,False,False,True,corpus
瀕,bīn,bin,B,,,General Reference,Top 3500+,Corpus/General Extension,10420.0,6.0,0.003160685022850646,99.9994222794564,,,False,False,True,corpus
抦,bǐng,bing,B,handle; shaft,,General Reference,Top 3500+,Corpus/General Extension,10421.0,6.0,0.003160685022850646,99.9994225955249,,,False,False,True,corpus
袚,bō,bo,B,knee-pads; buskins,,General Reference,Top 3500+,Corpus/General Extension,10422.0,6.0,0.003160685022850646,99.99942291159341,,,False,False,True,corpus
浡,bó,bo,B,full; gushing (of fountain),,General Reference,Top 3500+,Corpus/General Extension,10423.0,6.0,0.003160685022850646,99.99942322766192,,3028.0,False,True,True,"7000, corpus"
葧,bó,bo,B,Heleocharis plantaginea,,General Reference,Top 3500+,Corpus/General Extension,10424.0,6.0,0.003160685022850646,99.99942354373043,,,False,False,True,corpus
埗,bù,bu,B,wharf; dock; jetty; trading center; port; place name,,Places & Movement,Top 3500+,Corpus/General Extension,10425.0,6.0,0.003160685022850646,99.99942385979894,,,False,False,True,corpus
跴,cǎi,cai,C,,,General Reference,Top 3500+,Corpus/General Extension,10426.0,6.0,0.003160685022850646,99.99942417586745,,,False,False,True,corpus
懆,cǎo,cao,C,anxious; sad,,General Reference,Top 3500+,Corpus/General Extension,10427.0,6.0,0.003160685022850646,99.99942449193595,,,False,False,True,corpus
惻,cè,ce,C,,,General Reference,Top 3500+,Corpus/General Extension,10428.0,6.0,0.003160685022850646,99.99942480800446,,,False,False,True,corpus
査,zhā,zha,Z,,,General Reference,Top 3500+,Corpus/General Extension,10429.0,6.0,0.003160685022850646,99.99942512407297,,,False,False,True,corpus
懺,chàn,chan,C,,,General Reference,Top 3500+,Corpus/General Extension,10430.0,6.0,0.003160685022850646,99.99942544014148,,,False,False,True,corpus
巣,cháo,chao,C,,,General Reference,Top 3500+,Corpus/General Extension,10431.0,6.0,0.003160685022850646,99.99942575620999,,,False,False,True,corpus
謿,cháo,chao,C,,,General Reference,Top 3500+,Corpus/General Extension,10432.0,6.0,0.003160685022850646,99.9994260722785,,,False,False,True,corpus
屮,chè,che,C,plants sprouting,,General Reference,Top 3500+,Corpus/General Extension,10433.0,6.0,0.003160685022850646,99.999426388347,,,False,False,True,corpus
茞,chén,chen,C,fragrant plant; angelica,,General Reference,Top 3500+,Corpus/General Extension,10434.0,6.0,0.003160685022850646,99.99942670441551,,,False,False,True,corpus
鉓,chì,chi,C,,,General Reference,Top 3500+,Corpus/General Extension,10435.0,6.0,0.003160685022850646,99.99942702048402,,,False,False,True,corpus
篘,chōu,chou,C,,,General Reference,Top 3500+,Corpus/General Extension,10436.0,6.0,0.003160685022850646,99.99942733655253,,,False,False,True,corpus
籌,chóu,chou,C,,,General Reference,Top 3500+,Corpus/General Extension,10437.0,6.0,0.003160685022850646,99.99942765262104,,,False,False,True,corpus
摴,chū,chu,C,dice; gambling; to release,,Actions,Top 3500+,Corpus/General Extension,10438.0,6.0,0.003160685022850646,99.99942796868955,,,False,False,True,corpus
瑏,chuān,chuan,C,(jade),,General Reference,Top 3500+,Corpus/General Extension,10439.0,6.0,0.003160685022850646,99.99942828475805,,,False,False,True,corpus
惷,chǔn,chun,C,,,General Reference,Top 3500+,Corpus/General Extension,10440.0,6.0,0.003160685022850646,99.99942860082656,,,False,False,True,corpus
庛,cì,ci,C,,,General Reference,Top 3500+,Corpus/General Extension,10441.0,6.0,0.003160685022850646,99.99942891689507,,,False,False,True,corpus
啛,cuì,cui,C,,,General Reference,Top 3500+,Corpus/General Extension,10442.0,6.0,0.003160685022850646,99.99942923296358,,,False,False,True,corpus
鴏,dài,dai,D,,,General Reference,Top 3500+,Corpus/General Extension,10443.0,6.0,0.003160685022850646,99.99942954903209,,,False,False,True,corpus
蜑,dàn,dan,D,Tanka people,,People & Pronouns,Top 3500+,Corpus/General Extension,10444.0,6.0,0.003160685022850646,99.9994298651006,,,False,False,True,corpus
儅,dàng,dang,D,stop,伄儅 (diào dàng),General Reference,Top 3500+,Corpus/General Extension,10445.0,6.0,0.003160685022850646,99.9994301811691,,,False,False,True,corpus
蟷,dāng,dang,D,mantis,,General Reference,Top 3500+,Corpus/General Extension,10446.0,6.0,0.003160685022850646,99.99943049723761,,,False,False,True,corpus
苖,dí,di,D,,,General Reference,Top 3500+,Corpus/General Extension,10447.0,6.0,0.003160685022850646,99.99943081330612,,,False,False,True,corpus
阺,dǐ,di,D,,,General Reference,Top 3500+,Corpus/General Extension,10448.0,6.0,0.003160685022850646,99.99943112937463,,,False,False,True,corpus
呧,dǐ,di,D,vex,,General Reference,Top 3500+,Corpus/General Extension,10449.0,6.0,0.003160685022850646,99.99943144544314,,,False,False,True,corpus
鈿,tián,tian,T,,,General Reference,Top 3500+,Corpus/General Extension,10450.0,6.0,0.003160685022850646,99.99943176151164,,,False,False,True,corpus
萣,dìng,ding,D,see 茄萣[Qie2 ding4],,Actions,Top 3500+,Corpus/General Extension,10451.0,6.0,0.003160685022850646,99.99943207758015,,,False,False,True,corpus
働,dòng,dong,D,(Japanese kokuji) labor; work,,Business & Work,Top 3500+,Corpus/General Extension,10452.0,6.0,0.003160685022850646,99.99943239364866,,,False,False,True,corpus
読,dú,du,D,,,General Reference,Top 3500+,Corpus/General Extension,10453.0,6.0,0.003160685022850646,99.99943270971717,,,False,False,True,corpus
讟,dú,du,D,,,General Reference,Top 3500+,Corpus/General Extension,10454.0,6.0,0.003160685022850646,99.99943302578568,,,False,False,True,corpus
礬,fán,fan,F,,,General Reference,Top 3500+,Corpus/General Extension,10455.0,6.0,0.003160685022850646,99.99943334185419,,,False,False,True,corpus
馩,fén,fen,F,,,General Reference,Top 3500+,Corpus/General Extension,10456.0,6.0,0.003160685022850646,99.9994336579227,,,False,False,True,corpus
鏠,fēng,feng,F,,,General Reference,Top 3500+,Corpus/General Extension,10457.0,6.0,0.003160685022850646,99.9994339739912,,,False,False,True,corpus
刜,fú,fu,F,to chop; strike,,Actions,Top 3500+,Corpus/General Extension,10458.0,6.0,0.003160685022850646,99.99943429005971,,,False,False,True,corpus
柫,fú,fu,F,,,General Reference,Top 3500+,Corpus/General Extension,10459.0,6.0,0.003160685022850646,99.99943460612822,,,False,False,True,corpus
韨,fú,fu,F,kneepad,,General Reference,Top 3500+,Corpus/General Extension,10460.0,6.0,0.003160685022850646,99.99943492219673,,6532.0,False,True,True,"7000, corpus"
襆,fú,fu,F,used in 襆頭|襆头[fu2 tou2]; Taiwan pr. [pu2],,General Reference,Top 3500+,Corpus/General Extension,10461.0,6.0,0.003160685022850646,99.99943523826524,,,False,False,True,corpus
襥,fú,fu,F,,,General Reference,Top 3500+,Corpus/General Extension,10462.0,6.0,0.003160685022850646,99.99943555433374,,,False,False,True,corpus
郙,fǔ,fu,F,ancient place name,,Places & Movement,Top 3500+,Corpus/General Extension,10463.0,6.0,0.003160685022850646,99.99943587040225,,,False,False,True,corpus
蜅,fǔ,fu,F,crab,,General Reference,Top 3500+,Corpus/General Extension,10464.0,6.0,0.003160685022850646,99.99943618647076,,,False,False,True,corpus
冮,gāng,gang,G,surname Gang,,General Reference,Top 3500+,Corpus/General Extension,10465.0,6.0,0.003160685022850646,99.99943650253927,,,False,False,True,corpus
皐,gāo,gao,G,,,General Reference,Top 3500+,Corpus/General Extension,10466.0,6.0,0.003160685022850646,99.99943681860778,,,False,False,True,corpus
塥,gé,ge,G,dry clay lump,,General Reference,Top 3500+,Corpus/General Extension,10467.0,6.0,0.003160685022850646,99.99943713467628,,1117.0,False,True,True,"7000, corpus"
獦,gé,ge,G,,,General Reference,Top 3500+,Corpus/General Extension,10468.0,6.0,0.003160685022850646,99.9994374507448,,,False,False,True,corpus
亙,gèn,gen,G,,,General Reference,Top 3500+,Corpus/General Extension,10469.0,6.0,0.003160685022850646,99.9994377668133,,,False,False,True,corpus
兝,fēn,fen,F,,,General Reference,Top 3500+,Corpus/General Extension,10470.0,6.0,0.003160685022850646,99.99943808288181,,,False,False,True,corpus
冎,guǎ,gua,G,,,General Reference,Top 3500+,Corpus/General Extension,10471.0,6.0,0.003160685022850646,99.99943839895032,,,False,False,True,corpus
剮,guǎ,gua,G,,,General Reference,Top 3500+,Corpus/General Extension,10472.0,6.0,0.003160685022850646,99.99943871501883,,,False,False,True,corpus
瞆,kuì,kui,K,,,General Reference,Top 3500+,Corpus/General Extension,10473.0,6.0,0.003160685022850646,99.99943903108733,,,False,False,True,corpus
禬,guì,gui,G,,,General Reference,Top 3500+,Corpus/General Extension,10474.0,6.0,0.003160685022850646,99.99943934715584,,,False,False,True,corpus
盇,hé,he,H,,,General Reference,Top 3500+,Corpus/General Extension,10475.0,6.0,0.003160685022850646,99.99943966322435,,,False,False,True,corpus
鋘,huá,hua,H,to plaster; trowel,,Actions,Top 3500+,Corpus/General Extension,10476.0,6.0,0.003160685022850646,99.99943997929286,,,False,False,True,corpus
瑍,huàn,huan,H,,,General Reference,Top 3500+,Corpus/General Extension,10477.0,6.0,0.003160685022850646,99.99944029536137,,,False,False,True,corpus
鱑,huáng,huang,H,,,General Reference,Top 3500+,Corpus/General Extension,10478.0,6.0,0.003160685022850646,99.99944061142988,,,False,False,True,corpus
鮰,huí,hui,H,,,General Reference,Top 3500+,Corpus/General Extension,10479.0,6.0,0.003160685022850646,99.99944092749838,,,False,False,True,corpus
圂,hùn,hun,H,grain-fed animals; pigsty,,General Reference,Top 3500+,Corpus/General Extension,10480.0,6.0,0.003160685022850646,99.99944124356689,,,False,False,True,corpus
喞,jī,ji,J,,,General Reference,Top 3500+,Corpus/General Extension,10481.0,6.0,0.003160685022850646,99.9994415596354,,,False,False,True,corpus
禨,jī,ji,J,omen; pray,,General Reference,Top 3500+,Corpus/General Extension,10482.0,6.0,0.003160685022850646,99.99944187570391,,,False,False,True,corpus
譏,jī,ji,J,,,General Reference,Top 3500+,Corpus/General Extension,10483.0,6.0,0.003160685022850646,99.99944219177242,,,False,False,True,corpus
蝍,jié,jie,J,a centipede,,General Reference,Top 3500+,Corpus/General Extension,10484.0,6.0,0.003160685022850646,99.99944250784093,,,False,False,True,corpus
浹,jiā,jia,J,,,General Reference,Top 3500+,Corpus/General Extension,10485.0,6.0,0.003160685022850646,99.99944282390943,,,False,False,True,corpus
鰜,qiàn,qian,Q,,,General Reference,Top 3500+,Corpus/General Extension,10486.0,6.0,0.003160685022850646,99.99944313997794,,,False,False,True,corpus
鬋,jiǎn,jian,J,to hang down (hair),,Actions,Top 3500+,Corpus/General Extension,10487.0,6.0,0.003160685022850646,99.99944345604645,,,False,False,True,corpus
踐,jiàn,jian,J,,,General Reference,Top 3500+,Corpus/General Extension,10488.0,6.0,0.003160685022850646,99.99944377211496,,,False,False,True,corpus
壃,jiāng,jiang,J,,,General Reference,Top 3500+,Corpus/General Extension,10489.0,6.0,0.003160685022850646,99.99944408818347,,,False,False,True,corpus
菨,jiē,jie,J,,,General Reference,Top 3500+,Corpus/General Extension,10490.0,6.0,0.003160685022850646,99.99944440425197,,,False,False,True,corpus
稭,jiē,jie,J,,,General Reference,Top 3500+,Corpus/General Extension,10491.0,6.0,0.003160685022850646,99.99944472032048,,,False,False,True,corpus
尐,jié,jie,J,(literary) few; a couple of,,General Reference,Top 3500+,Corpus/General Extension,10492.0,6.0,0.003160685022850646,99.99944503638899,,,False,False,True,corpus
璥,jǐng,jing,J,(gem),,General Reference,Top 3500+,Corpus/General Extension,10493.0,6.0,0.003160685022850646,99.9994453524575,,,False,False,True,corpus
弪,jìng,jing,J,radian (math.); now written 弧度,弪度 (jìng dù),Time,Top 3500+,Corpus/General Extension,10494.0,6.0,0.003160685022850646,99.99944566852601,,,False,False,True,corpus
奺,jiǔ,jiu,J,,,General Reference,Top 3500+,Corpus/General Extension,10495.0,6.0,0.003160685022850646,99.99944598459452,,,False,False,True,corpus
鷲,jiù,jiu,J,,,General Reference,Top 3500+,Corpus/General Extension,10496.0,6.0,0.003160685022850646,99.99944630066302,,,False,False,True,corpus
眗,jū,ju,J,,,General Reference,Top 3500+,Corpus/General Extension,10497.0,6.0,0.003160685022850646,99.99944661673153,,,False,False,True,corpus
岠,jù,ju,J,,,General Reference,Top 3500+,Corpus/General Extension,10498.0,6.0,0.003160685022850646,99.99944693280004,,,False,False,True,corpus
跙,jù,ju,J,"weak, lame",,General Reference,Top 3500+,Corpus/General Extension,10499.0,6.0,0.003160685022850646,99.99944724886855,,,False,False,True,corpus
鉅,jù,ju,J,,,General Reference,Top 3500+,Corpus/General Extension,10500.0,6.0,0.003160685022850646,99.99944756493706,,,False,False,True,corpus
愳,jù,ju,J,,,General Reference,Top 3500+,Corpus/General Extension,10501.0,6.0,0.003160685022850646,99.99944788100557,,,False,False,True,corpus
鵑,juān,juan,J,,,General Reference,Top 3500+,Corpus/General Extension,10502.0,6.0,0.003160685022850646,99.99944819707407,,,False,False,True,corpus
睠,juàn,juan,J,,,General Reference,Top 3500+,Corpus/General Extension,10503.0,6.0,0.003160685022850646,99.99944851314258,,,False,False,True,corpus
餋,juàn,juan,J,to offer sacrifices,,Actions,Top 3500+,Corpus/General Extension,10504.0,6.0,0.003160685022850646,99.99944882921109,,,False,False,True,corpus
晙,jùn,jun,J,(literary) early morning; (literary) bright; (used in names),,Time,Top 3500+,Corpus/General Extension,10505.0,6.0,0.003160685022850646,99.9994491452796,,,False,False,True,corpus
駿,jùn,jun,J,,,General Reference,Top 3500+,Corpus/General Extension,10506.0,6.0,0.003160685022850646,99.9994494613481,,,False,False,True,corpus
摳,kōu,kou,K,,,General Reference,Top 3500+,Corpus/General Extension,10507.0,6.0,0.003160685022850646,99.99944977741661,,,False,False,True,corpus
扝,kū,ku,K,,,General Reference,Top 3500+,Corpus/General Extension,10508.0,6.0,0.003160685022850646,99.99945009348512,,,False,False,True,corpus
睞,lài,lai,L,,,General Reference,Top 3500+,Corpus/General Extension,10509.0,6.0,0.003160685022850646,99.99945040955363,,,False,False,True,corpus
襴,lán,lan,L,,,General Reference,Top 3500+,Corpus/General Extension,10510.0,6.0,0.003160685022850646,99.99945072562214,,,False,False,True,corpus
籣,lán,lan,L,bow case; quiver,,General Reference,Top 3500+,Corpus/General Extension,10511.0,6.0,0.003160685022850646,99.99945104169065,,,False,False,True,corpus
躝,lán,lan,L,,,General Reference,Top 3500+,Corpus/General Extension,10512.0,6.0,0.003160685022850646,99.99945135775916,,,False,False,True,corpus
覽,lǎn,lan,L,,,General Reference,Top 3500+,Corpus/General Extension,10513.0,6.0,0.003160685022850646,99.99945167382766,,,False,False,True,corpus
欖,lǎn,lan,L,,,General Reference,Top 3500+,Corpus/General Extension,10514.0,6.0,0.003160685022850646,99.99945198989617,,,False,False,True,corpus
撈,lāo,lao,L,,,General Reference,Top 3500+,Corpus/General Extension,10515.0,6.0,0.003160685022850646,99.99945230596468,,,False,False,True,corpus
楽,lè,le,L,,,General Reference,Top 3500+,Corpus/General Extension,10516.0,6.0,0.003160685022850646,99.99945262203319,,,False,False,True,corpus
儽,léi,lei,L,"lazy; tired out, worn fatigued",,General Reference,Top 3500+,Corpus/General Extension,10517.0,6.0,0.003160685022850646,99.9994529381017,,,False,False,True,corpus
涙,lèi,lei,L,,,General Reference,Top 3500+,Corpus/General Extension,10518.0,6.0,0.003160685022850646,99.9994532541702,,,False,False,True,corpus
碐,léng,leng,L,,,General Reference,Top 3500+,Corpus/General Extension,10519.0,6.0,0.003160685022850646,99.99945357023871,,,False,False,True,corpus
剺,lí,li,L,mark,,General Reference,Top 3500+,Corpus/General Extension,10520.0,6.0,0.003160685022850646,99.99945388630722,,,False,False,True,corpus
犛,máo,mao,M,black ox; yak,,General Reference,Top 3500+,Corpus/General Extension,10521.0,6.0,0.003160685022850646,99.99945420237573,,,False,False,True,corpus
蠣,lì,li,L,,,General Reference,Top 3500+,Corpus/General Extension,10522.0,6.0,0.003160685022850646,99.99945451844424,,,False,False,True,corpus
鬑,lián,lian,L,hanging temple hair,,General Reference,Top 3500+,Corpus/General Extension,10523.0,6.0,0.003160685022850646,99.99945483451275,,,False,False,True,corpus
湅,liàn,lian,L,to boil raw silk (to soften and clean it),,Actions,Top 3500+,Corpus/General Extension,10524.0,6.0,0.003160685022850646,99.99945515058126,,,False,False,True,corpus
憭,liǎo,liao,L,clear; intelligible; severe; cold,,General Reference,Top 3500+,Corpus/General Extension,10525.0,6.0,0.003160685022850646,99.99945546664976,,,False,False,True,corpus
遼,liáo,liao,L,,,General Reference,Top 3500+,Corpus/General Extension,10526.0,6.0,0.003160685022850646,99.99945578271827,,,False,False,True,corpus
挒,liè,lie,L,,,General Reference,Top 3500+,Corpus/General Extension,10527.0,6.0,0.003160685022850646,99.99945609878678,,,False,False,True,corpus
鱲,liè,lie,L,,,General Reference,Top 3500+,Corpus/General Extension,10528.0,6.0,0.003160685022850646,99.99945641485529,,,False,False,True,corpus
痳,lín,lin,L,hernia; urinary hesitancy,,General Reference,Top 3500+,Corpus/General Extension,10529.0,6.0,0.003160685022850646,99.9994567309238,,,False,False,True,corpus
驎,lín,lin,L,,,General Reference,Top 3500+,Corpus/General Extension,10530.0,6.0,0.003160685022850646,99.9994570469923,,,False,False,True,corpus
躙,lìn,lin,L,to oppress; to overrun,,Actions,Top 3500+,Corpus/General Extension,10531.0,6.0,0.003160685022850646,99.99945736306081,,,False,False,True,corpus
琌,líng,ling,L,,,General Reference,Top 3500+,Corpus/General Extension,10532.0,6.0,0.003160685022850646,99.99945767912932,,,False,False,True,corpus
磂,liú,liu,L,,,General Reference,Top 3500+,Corpus/General Extension,10533.0,6.0,0.003160685022850646,99.99945799519783,,,False,False,True,corpus
珋,liǔ,liu,L,(literary) lustrous precious stone,,Numbers & Measures,Top 3500+,Corpus/General Extension,10534.0,6.0,0.003160685022850646,99.99945831126634,,,False,False,True,corpus
塿,lǒu,lou,L,,,General Reference,Top 3500+,Corpus/General Extension,10535.0,6.0,0.003160685022850646,99.99945862733485,,,False,False,True,corpus
玈,lú,lu,L,black,,General Reference,Top 3500+,Corpus/General Extension,10536.0,6.0,0.003160685022850646,99.99945894340335,,,False,False,True,corpus
熝,lù,lu,L,,,General Reference,Top 3500+,Corpus/General Extension,10537.0,6.0,0.003160685022850646,99.99945925947186,,,False,False,True,corpus
膔,lù,lu,L,(archaic) stomach rumbling; borborygmus,,General Reference,Top 3500+,Corpus/General Extension,10538.0,6.0,0.003160685022850646,99.99945957554037,,,False,False,True,corpus
鋁,lǚ,lv,L,,,General Reference,Top 3500+,Corpus/General Extension,10539.0,6.0,0.003160685022850646,99.99945989160888,,,False,False,True,corpus
矕,mǎn,man,M,,,General Reference,Top 3500+,Corpus/General Extension,10540.0,6.0,0.003160685022850646,99.99946020767739,,,False,False,True,corpus
苺,méi,mei,M,,,General Reference,Top 3500+,Corpus/General Extension,10541.0,6.0,0.003160685022850646,99.9994605237459,,,False,False,True,corpus
凂,měi,mei,M,,,General Reference,Top 3500+,Corpus/General Extension,10542.0,6.0,0.003160685022850646,99.9994608398144,,,False,False,True,corpus
濔,mǐ,mi,M,many; numerous,,General Reference,Top 3500+,Corpus/General Extension,10543.0,6.0,0.003160685022850646,99.99946115588291,,,False,False,True,corpus
謀,móu,mou,M,,,General Reference,Top 3500+,Corpus/General Extension,10544.0,6.0,0.003160685022850646,99.99946147195142,,,False,False,True,corpus
娚,nán,nan,N,,,General Reference,Top 3500+,Corpus/General Extension,10545.0,6.0,0.003160685022850646,99.99946178801993,,,False,False,True,corpus
莻,gòng,gong,G,,,General Reference,Top 3500+,Corpus/General Extension,10546.0,6.0,0.003160685022850646,99.99946210408844,,,False,False,True,corpus
晲,nǐ,ni,N,,,General Reference,Top 3500+,Corpus/General Extension,10547.0,6.0,0.003160685022850646,99.99946242015695,,,False,False,True,corpus
裊,niǎo,niao,N,,,General Reference,Top 3500+,Corpus/General Extension,10548.0,6.0,0.003160685022850646,99.99946273622545,,,False,False,True,corpus
躡,niè,nie,N,,,General Reference,Top 3500+,Corpus/General Extension,10549.0,6.0,0.003160685022850646,99.99946305229396,,,False,False,True,corpus
磗,zhuān,zhuan,Z,,,General Reference,Top 3500+,Corpus/General Extension,10550.0,6.0,0.003160685022850646,99.99946336836247,,,False,False,True,corpus
硑,pēng,peng,P,,,General Reference,Top 3500+,Corpus/General Extension,10551.0,6.0,0.003160685022850646,99.99946368443098,,,False,False,True,corpus
閛,pēng,peng,P,the sound of opening or closing the door,,Actions,Top 3500+,Corpus/General Extension,10552.0,6.0,0.003160685022850646,99.99946400049949,,,False,False,True,corpus
澼,pì,pi,P,bleach; to clean,,Actions,Top 3500+,Corpus/General Extension,10553.0,6.0,0.003160685022850646,99.999464316568,,3245.0,False,True,True,"7000, corpus"
嚬,pín,pin,P,,,General Reference,Top 3500+,Corpus/General Extension,10554.0,6.0,0.003160685022850646,99.9994646326365,,,False,False,True,corpus
痡,fū,fu,F,sick; disabled,,General Reference,Top 3500+,Corpus/General Extension,10555.0,6.0,0.003160685022850646,99.99946494870501,,,False,False,True,corpus
镤,pú,pu,P,protactinium (chemistry),,General Reference,Top 3500+,Corpus/General Extension,10556.0,6.0,0.003160685022850646,99.99946526477352,,6317.0,False,True,True,"7000, corpus"
竒,qí,qi,Q,,,General Reference,Top 3500+,Corpus/General Extension,10557.0,6.0,0.003160685022850646,99.99946558084203,,,False,False,True,corpus
璂,qí,qi,Q,,,General Reference,Top 3500+,Corpus/General Extension,10558.0,6.0,0.003160685022850646,99.99946589691054,,,False,False,True,corpus
邔,qǐ,qi,Q,,,General Reference,Top 3500+,Corpus/General Extension,10559.0,6.0,0.003160685022850646,99.99946621297904,,,False,False,True,corpus
嵰,qiǎn,qian,Q,,,General Reference,Top 3500+,Corpus/General Extension,10560.0,6.0,0.003160685022850646,99.99946652904755,,,False,False,True,corpus
嶈,qiāng,qiang,Q,,,General Reference,Top 3500+,Corpus/General Extension,10561.0,6.0,0.003160685022850646,99.99946684511606,,,False,False,True,corpus
駸,qīn,qin,Q,,,General Reference,Top 3500+,Corpus/General Extension,10562.0,6.0,0.003160685022850646,99.99946716118457,,,False,False,True,corpus
澿,qín,qin,Q,,,General Reference,Top 3500+,Corpus/General Extension,10563.0,6.0,0.003160685022850646,99.99946747725308,,,False,False,True,corpus
頃,qǐng,qing,Q,,,General Reference,Top 3500+,Corpus/General Extension,10564.0,6.0,0.003160685022850646,99.99946779332159,,,False,False,True,corpus
虯,qiú,qiu,Q,,,General Reference,Top 3500+,Corpus/General Extension,10565.0,6.0,0.003160685022850646,99.9994681093901,,,False,False,True,corpus
渞,qiú,qiu,Q,,,General Reference,Top 3500+,Corpus/General Extension,10566.0,6.0,0.003160685022850646,99.9994684254586,,,False,False,True,corpus
籧,qú,qu,Q,crude bamboo mat,,General Reference,Top 3500+,Corpus/General Extension,10567.0,6.0,0.003160685022850646,99.99946874152711,,,False,False,True,corpus
辁,quán,quan,Q,limited (of talent or ability); (archaic) solid wheel (without spokes),,General Reference,Top 3500+,Corpus/General Extension,10568.0,6.0,0.003160685022850646,99.99946905759562,,5830.0,False,True,True,"7000, corpus"
崅,què,que,Q,,,General Reference,Top 3500+,Corpus/General Extension,10569.0,6.0,0.003160685022850646,99.99946937366413,,,False,False,True,corpus
韌,rèn,ren,R,,,General Reference,Top 3500+,Corpus/General Extension,10570.0,6.0,0.003160685022850646,99.99946968973263,,,False,False,True,corpus
駥,róng,rong,R,,,General Reference,Top 3500+,Corpus/General Extension,10571.0,6.0,0.003160685022850646,99.99947000580114,,,False,False,True,corpus
簁,shāi,shai,S,"sieve; to sift, to strain",,Actions,Top 3500+,Corpus/General Extension,10572.0,6.0,0.003160685022850646,99.99947032186965,,,False,False,True,corpus
陝,shǎn,shan,S,,,General Reference,Top 3500+,Corpus/General Extension,10573.0,6.0,0.003160685022850646,99.99947063793816,,,False,False,True,corpus
傓,shàn,shan,S,,,General Reference,Top 3500+,Corpus/General Extension,10574.0,6.0,0.003160685022850646,99.99947095400667,,,False,False,True,corpus
